date,xrf,sample,ni,fe,alu,mag,chrom,man
10/2/22,4,S3,1.005,53.31,4.108,1.008,3.682,1.606
10/2/22,2,S12,1.389,13.686,1.583,29.085,1.033,0.312
10/2/22,2,S11,0.98,8.174,1.766,25.193,0.543,0.16
10/2/22,2,S3,1.033,53.563,3.496,1.092,4.039,1.428
10/2/22,2,S2,0.674,52.01,6.811,1.094,4.345,0.961
10/2/22,4,S12,1.335,13.305,1.232,26.72,1.232,0.246
10/2/22,4,S11,0.968,7.778,1.06,25.412,0.702,0.138
10/2/22,4,S1,0.633,48.375,7.906,2.08,3.933,0.48
10/2/22,4,S2,0.653,52.008,6.564,1.289,3.894,0.931
10/2/22,2,S1,0.651,48.652,10.11,1.252,4.199,0.806
10/2/22,3,S12,1.371,14.018,1.564,27.994,1.177,0.32
10/3/22,3,S2,0.649,51.547,6.849,1.069,4.781,0.961
10/3/22,4,S2,0.66,52.153,6.708,1.517,3.933,0.929
10/3/22,2,S2,0.665,51.595,6.878,0.942,4.286,0.943
10/3/22,2,S12,1.373,13.695,1.59,28.76,1.03,0.311
10/3/22,3,S11,1.006,8.305,1.624,24.23,0.684,0.169
10/3/22,3,S3,0.98,52.7,3.296,1.068,2.927,1.377
10/3/22,4,S11,0.969,7.796,1.045,25.216,0.71,0.14
10/3/22,3,S1,0.633,48.42,9.574,1.357,4.933,0.811
10/3/22,2,S11,0.969,8.166,1.769,24.96,0.541,0.16
10/3/22,3,S12,1.377,14.042,1.416,28.122,1.186,0.318
10/3/22,2,S1,0.637,48.305,9.912,1.521,4.164,0.8
10/3/22,2,S3,1.017,53.365,3.48,1.01,3.98,1.424
10/3/22,4,S12,1.357,13.342,1.214,26.644,1.222,0.252
10/3/22,4,S1,0.623,48.443,8.099,1.993,3.836,0.607
10/4/22,4,S3,1.001,53.125,3.989,1.044,3.69,1.626
10/4/22,3,S3,0.985,52.9,3.643,1.12,3.034,1.374
10/4/22,2,S1,0.647,48.185,10.035,1.402,4.17,0.796
10/4/22,2,S12,1.362,13.64,1.617,28.67,1.009,0.309
10/4/22,2,S3,1.024,53.14,3.5,1.078,3.996,1.431
10/4/22,4,S2,0.655,51.77,6.345,1.383,3.876,0.951
10/4/22,2,S11,0.976,8.107,1.743,25.02,0.531,0.16
10/4/22,4,S1,0.636,48.442,7.962,2.066,3.935,0.536
10/4/22,3,S2,0.649,51.22,6.547,1.111,4.741,0.951
10/4/22,4,S11,0.971,7.81,1.012,25.871,0.718,0.138
10/4/22,4,S12,1.364,13.344,1.155,26.618,1.265,0.24
10/4/22,2,S2,0.669,51.56,7.03,1.036,4.322,0.952
10/4/22,3,S12,1.393,13.972,1.361,28.614,1.206,0.318
10/4/22,3,S11,1.005,8.331,1.569,24.614,0.705,0.165
10/4/22,3,S1,0.641,48.348,9.771,1.458,5.018,0.809
10/5/22,4,S1,0.638,48.226,7.963,2.169,3.9,0.616
10/5/22,2,S1,0.636,48.093,10.059,1.317,4.133,0.795
10/5/22,3,S12,1.392,13.95,1.369,28.673,1.216,0.318
10/5/22,2,S11,0.964,8.036,1.753,24.604,0.537,0.158
10/5/22,2,S3,1.018,53.076,3.507,1.123,3.951,1.423
10/5/22,4,S2,0.654,51.746,6.473,1.348,3.891,0.946
10/5/22,3,S2,0.653,51.613,6.709,1.035,4.734,0.96
10/5/22,3,S11,1.006,8.315,1.622,24.752,0.713,0.166
10/5/22,4,S3,1.004,53.076,4.067,1.176,3.712,1.622
10/5/22,3,S3,0.996,53.013,3.501,1.195,3.051,1.369
10/5/22,4,S12,1.354,13.315,1.15,26.784,1.253,0.247
10/5/22,4,S11,0.97,7.802,1.01,25.939,0.713,0.137
10/5/22,2,S12,1.36,13.603,1.586,28.473,1.014,0.311
10/5/22,2,S2,0.664,51.518,6.802,1.098,4.279,0.958
10/5/22,3,S1,0.644,48.396,9.795,1.58,5.027,0.81
10/6/22,4,S12,1.368,13.32,1.163,28.01,1.284,0.243
10/6/22,2,S12,1.359,13.701,1.594,28.594,1.014,0.312
10/6/22,4,S3,1.003,53.25,4.057,1.152,3.696,1.627
10/6/22,4,S11,0.969,7.763,1.027,25.885,0.694,0.146
10/6/22,2,S2,0.664,51.888,6.793,1.238,4.311,0.96
10/6/22,2,S1,0.647,48.405,10.157,1.49,4.187,0.802
10/6/22,2,S11,0.966,8.108,1.757,24.689,0.534,0.158
10/6/22,4,S1,0.639,48.35,7.888,2.106,3.936,0.547
10/6/22,3,S3,0.983,52.88,3.215,1.074,2.942,1.373
10/6/22,2,S3,1.02,53.33,3.484,1.118,3.979,1.431
10/6/22,3,S1,0.643,48.269,10.01,1.534,5.113,0.806
10/6/22,3,S11,1.007,8.231,1.781,25.111,0.718,0.165
10/6/22,3,S12,1.396,13.92,1.456,28.64,1.15,0.321
10/7/22,3,S12,1.393,14.042,1.396,28.465,1.194,0.321
10/7/22,2,S1,0.636,48.52,10.038,1.447,4.188,0.799
10/7/22,2,S2,0.665,51.77,6.892,1.098,4.334,0.957
10/7/22,4,S2,0.648,51.823,6.467,1.416,3.922,0.943
10/7/22,3,S11,1.001,8.328,1.606,24.678,0.707,0.166
10/7/22,2,S3,1.027,53.425,3.475,1.15,4,1.434
10/7/22,4,S1,0.636,48.378,8.03,2.018,3.928,0.538
10/7/22,2,S12,1.36,13.643,1.604,28.534,1.015,0.309
10/7/22,4,S11,0.974,7.835,1.04,25.851,0.709,0.139
10/7/22,4,S12,1.372,13.406,1.168,26.973,1.256,0.245
10/7/22,3,S1,0.634,48.26,9.79,1.468,4.976,0.808
10/7/22,3,S2,0.646,51.653,6.789,0.993,4.823,0.948
10/7/22,3,S3,0.977,53.25,3.37,1.118,2.973,1.389
10/7/22,4,S3,1.001,53.37,4.069,1.243,3.694,1.613
10/7/22,2,S11,0.967,8.084,1.751,24.661,0.536,0.159
10/8/22,2,S2,0.663,51.675,6.817,1.147,4.292,0.954
10/8/22,2,S12,1.362,13.627,1.563,28.928,1.024,0.312
10/8/22,2,S11,0.97,8.139,1.719,25.08,0.536,0.16
10/8/22,2,S1,0.643,48.26,9.9,1.531,4.16,0.805
10/8/22,3,S2,0.652,51.71,6.835,1.094,4.735,0.963
10/8/22,2,S3,1.024,53.318,3.474,1.159,3.999,1.43
10/8/22,4,S11,0.975,7.823,1.017,26.132,0.704,0.142
10/8/22,3,S1,0.631,48.4,9.757,1.479,4.956,0.814
10/8/22,4,S1,0.636,48.352,8.047,2.233,3.792,0.758
10/8/22,4,S2,0.654,51.747,6.504,1.375,3.911,0.935
10/8/22,4,S3,0.997,53.203,4.035,1.212,3.675,1.633
10/8/22,4,S12,1.375,13.378,1.095,25.469,1.235,0.248
10/8/22,3,S12,1.389,14.021,1.367,28.364,1.191,0.32
10/8/22,3,S11,1.003,8.366,1.584,24.538,0.687,0.167
10/9/22,4,S12,1.377,13.378,1.146,27.132,1.249,0.246
10/9/22,3,S1,0.634,48.445,9.663,1.705,4.996,0.809
10/9/22,2,S3,1.022,53.52,3.536,1.216,3.97,1.426
10/9/22,4,S2,0.657,51.845,6.492,1.604,3.937,0.929
10/9/22,3,S2,0.65,51.489,6.718,1.296,4.772,0.951
10/9/22,3,S11,0.995,8.323,1.602,24.544,0.709,0.166
10/9/22,2,S1,0.635,48.714,10.035,1.475,4.198,0.807
10/9/22,4,S11,0.969,7.798,1.013,25.61,0.72,0.137
10/9/22,2,S2,0.66,51.914,6.861,0.99,4.312,0.957
10/9/22,2,S11,0.967,8.118,1.77,24.832,0.532,0.159
10/9/22,4,S3,1.004,53.165,3.988,1.02,3.735,1.617
10/9/22,3,S12,1.391,14.052,1.361,28.647,1.183,0.321
10/9/22,3,S3,0.983,52.935,3.538,1.222,3.119,1.365
10/9/22,4,S1,0.639,48.322,8.015,2.5,3.845,0.683
10/9/22,2,S12,1.368,13.694,1.575,28.963,1.023,0.311
10/10/22,4,S1,0.635,48.281,7.938,2.177,3.895,0.613
10/10/22,4,S3,1.008,53.289,3.995,1.087,3.738,1.637
10/10/22,4,S2,0.659,51.91,6.503,1.481,3.903,0.948
10/10/22,4,S11,0.975,7.817,1.018,25.706,0.714,0.142
10/10/22,2,S11,0.967,8.125,1.78,25.174,0.539,0.161
10/10/22,2,S2,0.667,51.603,6.777,1.221,4.295,0.947
10/10/22,3,S11,0.993,8.301,1.606,24.58,0.715,0.165
10/10/22,3,S1,0.634,48.452,9.594,1.621,4.992,0.811
10/10/22,2,S12,1.363,13.702,1.592,28.86,1.018,0.313
10/10/22,3,S2,0.647,51.62,6.766,1.158,4.781,0.954
10/10/22,4,S12,1.371,13.39,1.117,26.706,1.25,0.25
10/10/22,2,S3,1.028,53.31,3.482,1.253,4.012,1.434
10/10/22,3,S3,0.988,53.058,3.48,1.256,3.064,1.382
10/10/22,3,S12,1.387,13.952,1.339,28.668,1.242,0.317
10/10/22,2,S1,0.644,48.433,10.213,1.537,4.203,0.799
10/11/22,2,S12,1.354,13.625,1.57,28.828,1.031,0.308
10/11/22,4,S12,1.369,13.349,1.156,26.499,1.247,0.245
10/11/22,3,S11,0.995,8.275,1.682,24.62,0.714,0.165
10/11/22,2,S11,0.963,8.057,1.833,24.477,0.529,0.161
10/11/22,4,S1,0.636,48.315,7.9,2.321,3.913,0.566
10/11/22,4,S2,0.663,51.877,6.522,1.561,3.919,0.957
10/11/22,3,S3,0.985,53.182,3.31,0.751,3.054,1.378
10/11/22,4,S3,1.007,53.243,4.085,1.404,3.703,1.632
10/11/22,3,S2,0.651,51.481,6.817,1.296,4.785,0.957
10/11/22,2,S2,0.672,51.783,6.921,1.162,4.328,0.961
10/11/22,3,S12,1.388,14.022,1.358,28.473,1.191,0.32
10/11/22,4,S11,0.962,7.76,1.008,25.29,0.711,0.139
10/11/22,3,S1,0.634,48.349,9.879,1.687,5.009,0.811
10/11/22,2,S1,0.647,48.395,9.912,1.784,4.194,0.799
10/11/22,2,S3,1.011,53.157,3.483,1.086,3.995,1.424
10/12/22,3,S12,1.389,13.968,1.361,28.462,1.183,0.32
10/12/22,3,S3,0.977,53.06,3.387,1.12,3.091,1.383
10/12/22,4,S3,1.003,53.139,3.918,0.983,3.72,1.635
10/12/22,4,S11,0.968,7.784,0.987,24.79,0.719,0.137
10/12/22,4,S1,0.633,48.263,7.9,2.17,3.945,0.455
10/12/22,3,S2,0.646,51.453,6.616,1.179,4.738,0.955
10/12/22,2,S11,0.963,8.097,1.764,24.882,0.537,0.16
10/12/22,2,S1,0.637,48.55,10.063,1.642,4.198,0.804
10/12/22,3,S11,0.996,8.304,1.587,24.44,0.711,0.167
10/12/22,2,S3,1.026,53.358,3.423,0.95,4.019,1.424
10/12/22,4,S2,0.658,51.781,6.384,1.37,3.908,0.948
10/12/22,4,S12,1.372,13.366,1.129,26.264,1.252,0.243
10/12/22,2,S12,1.349,13.622,1.569,28.943,1.025,0.31
10/12/22,3,S1,0.633,48.239,9.644,1.675,4.994,0.806
10/12/22,2,S2,0.665,51.848,6.726,1.286,4.301,0.956
10/13/22,4,S1,0.635,48.189,7.686,2.119,3.951,0.456
10/13/22,3,S3,0.975,52.835,3.493,1.312,2.983,1.369
10/13/22,3,S12,1.388,13.998,1.367,28.111,1.161,0.322
10/13/22,4,S2,0.657,51.673,6.261,1.558,3.912,0.943
10/13/22,3,S2,0.648,51.29,6.65,1.205,4.732,0.954
10/13/22,4,S11,0.974,7.831,1.018,24.425,0.699,0.141
10/13/22,4,S12,1.371,13.339,1.132,25.144,1.251,0.247
10/13/22,3,S11,0.991,8.278,1.644,24.254,0.731,0.165
10/13/22,4,S3,1.006,53.232,4.005,1.169,3.697,1.627
10/13/22,3,S1,0.629,48.256,9.682,1.676,4.99,0.808
10/14/22,4,S2,0.656,51.67,6.237,1.428,3.907,0.939
10/14/22,4,S3,1.005,52.972,3.864,1.154,3.737,1.625
10/14/22,3,S12,1.392,13.978,1.326,28.468,1.217,0.32
10/14/22,3,S3,0.975,52.819,3.541,1.246,3.12,1.382
10/14/22,4,S11,0.976,7.85,1.017,24.185,0.713,0.139
10/14/22,2,S11,0.968,8.066,1.805,24.528,0.524,0.161
10/14/22,4,S12,1.371,13.274,1.093,25.328,1.283,0.238
10/14/22,4,S1,0.632,48.135,7.617,2.125,3.959,0.431
10/14/22,3,S1,0.634,48.258,9.553,1.783,4.991,0.809
10/14/22,3,S2,0.642,51.3,6.682,1.168,4.759,0.95
10/14/22,2,S3,1.018,53.13,3.431,1.064,3.988,1.424
10/14/22,2,S12,1.367,13.598,1.541,29.1,1.023,0.312
10/14/22,3,S11,1,8.324,1.574,24.242,0.691,0.168
10/14/22,2,S2,0.654,51.54,7.034,1.37,4.33,0.953
10/15/22,3,S1,0.63,48.246,9.602,1.803,4.984,0.811
10/15/22,4,S1,0.634,48.134,7.647,2.135,3.894,0.568
10/15/22,3,S2,0.638,51.31,6.619,1.299,4.759,0.951
10/15/22,4,S12,1.371,13.303,1.085,25.15,1.269,0.241
10/15/22,4,S11,0.969,7.765,0.97,23.857,0.71,0.138
10/15/22,2,S1,0.632,48.581,10.899,0.763,4.194,0.796
10/15/22,4,S3,1.005,53.059,3.85,1.183,3.736,1.628
10/15/22,3,S11,0.999,8.316,1.573,24.272,0.694,0.166
10/15/22,3,S3,0.98,52.93,3.504,1.258,3.079,1.383
10/15/22,4,S2,0.656,51.88,6.335,1.504,3.916,0.952
10/15/22,3,S12,1.373,13.939,1.328,28.455,1.218,0.319
10/15/22,2,S2,0.661,51.757,6.967,0.626,4.316,0.958
10/16/22,3,S11,0.999,8.303,1.588,24.241,0.7,0.165
10/16/22,4,S12,1.361,13.267,1.027,24.791,1.243,0.244
10/16/22,3,S2,0.633,51.232,6.593,1.089,4.74,0.941
10/16/22,2,S2,0.669,51.3,6.834,1.201,4.278,0.945
10/16/22,3,S1,0.635,48.271,9.548,1.818,4.995,0.81
10/16/22,4,S2,0.659,51.66,6.241,1.356,3.876,0.942
10/16/22,4,S3,1.003,53.106,3.937,1.262,3.689,1.639
10/16/22,2,S12,1.308,13.405,1.433,27.67,0.998,0.308
10/16/22,2,S11,0.967,8.034,1.792,24.565,0.521,0.159
10/16/22,2,S3,1.019,52.825,3.487,1.503,3.94,1.414
10/16/22,2,S1,0.645,48.475,10.517,1.346,4.208,0.796
10/16/22,4,S11,0.967,7.759,0.967,23.654,0.713,0.139
10/16/22,3,S3,0.976,52.83,3.431,1.39,3.041,1.374
10/16/22,3,S12,1.382,13.864,1.322,28.547,1.234,0.318
10/16/22,4,S1,0.638,48.188,7.548,2.228,3.953,0.473
10/17/22,2,S3,1.006,53.41,3.52,1.466,3.944,1.422
10/17/22,2,S12,1.345,13.558,1.438,28.128,0.915,0.312
10/17/22,4,S2,0.661,51.637,6.16,1.279,3.88,0.947
10/17/22,4,S11,0.97,7.784,0.993,23.556,0.714,0.139
10/17/22,2,S2,0.665,51.72,6.796,1.024,4.285,0.958
10/17/22,3,S1,0.631,48.373,9.74,1.673,5.011,0.812
10/17/22,3,S3,0.976,52.98,3.352,1.025,3.064,1.372
10/17/22,4,S3,1.003,53.129,3.993,1.142,3.696,1.643
10/17/22,2,S11,0.972,8.145,1.602,26.05,0.521,0.165
10/17/22,3,S11,0.992,8.301,1.639,23.878,0.697,0.166
10/17/22,3,S12,1.387,13.98,1.292,28.158,1.175,0.32
10/17/22,2,S1,0.632,48.44,11.2,0.772,4.2,0.793
10/17/22,4,S1,0.636,48.253,7.748,1.834,3.915,0.549
10/17/22,4,S12,1.367,13.273,1.049,24.65,1.277,0.238
10/17/22,3,S2,0.647,51.453,6.576,1.023,4.715,0.956
10/18/22,3,S12,1.39,13.914,1.433,28.678,1.222,0.318
10/18/22,2,S1,0.625,48.5,11.05,0.765,4.201,0.794
10/18/22,2,S11,0.96,8.131,1.895,24.28,0.526,0.164
10/18/22,2,S3,1.024,53.51,3.426,0.633,3.982,1.416
10/18/22,4,S2,0.65,51.712,6.088,1.294,3.894,0.939
10/18/22,3,S2,0.647,51.487,6.711,1.037,4.761,0.956
10/18/22,2,S12,1.289,13.14,1.239,23.33,0.926,0.3
10/18/22,4,S12,1.377,13.305,1.076,24.585,1.272,0.236
10/18/22,3,S11,0.998,8.329,1.692,23.976,0.704,0.166
10/18/22,4,S1,0.634,48.108,7.473,2.018,3.917,0.529
10/18/22,3,S1,0.636,48.461,9.907,1.593,5.038,0.809
10/18/22,4,S11,0.966,7.806,1.025,22.92,0.695,0.142
10/18/22,4,S3,1.002,53.206,3.88,1.197,3.614,1.641
10/18/22,2,S2,0.658,52.18,6.969,0.654,4.344,0.953
10/18/22,3,S3,0.98,52.98,3.659,1.342,3.192,1.38
10/19/22,3,S2,0.644,51.533,6.569,1.312,4.779,0.951
10/19/22,3,S12,1.385,13.96,1.378,28.375,1.213,0.321
10/19/22,4,S11,0.968,7.772,0.969,22.228,0.708,0.137
10/19/22,3,S1,0.629,48.347,9.614,1.592,4.993,0.81
10/19/22,4,S2,0.652,51.69,6.014,1.357,3.898,0.942
10/19/22,3,S3,0.984,53.01,3.579,1.273,3.06,1.373
10/19/22,3,S11,0.994,8.33,1.634,24.09,0.691,0.166
10/19/22,4,S12,1.364,13.273,1.067,23.42,1.246,0.245
10/19/22,4,S1,0.634,48.226,7.485,1.886,3.953,0.429
10/19/22,4,S3,1.004,53.07,3.814,1.152,3.696,1.643
10/20/22,4,S2,0.648,51.727,5.927,1.28,3.866,0.942
10/20/22,2,S3,1.006,53.205,3.466,1.008,4.002,1.402
10/20/22,3,S3,0.989,53.077,3.365,0.827,3.037,1.365
10/20/22,4,S11,0.97,7.778,0.962,21.983,0.704,0.14
10/20/22,4,S1,0.632,48.15,7.335,1.789,3.873,0.614
10/20/22,2,S11,0.964,8.205,1.823,24.715,0.537,0.162
10/20/22,3,S2,0.647,51.537,6.664,1.088,4.754,0.952
10/20/22,2,S1,0.633,48.27,10,1.812,4.156,0.796
10/20/22,4,S12,1.367,13.257,1.038,23.386,1.267,0.238
10/20/22,3,S11,0.996,8.354,1.596,23.938,0.686,0.166
10/20/22,3,S1,0.632,48.412,9.813,1.402,5.004,0.808
10/20/22,3,S12,1.39,14.018,1.317,28.158,1.195,0.32
10/20/22,2,S2,0.656,52.35,6.962,1.109,4.374,0.977
10/20/22,4,S3,1.01,52.93,3.734,1.159,3.693,1.625
10/20/22,2,S12,1.368,13.65,1.579,29.03,1.046,0.309
10/21/22,4,S3,1.003,52.906,3.631,1.115,3.725,1.628
10/21/22,3,S3,0.978,52.993,3.427,1.338,2.991,1.38
10/21/22,3,S12,1.391,13.994,1.312,28.046,1.218,0.32
10/21/22,3,S2,0.648,51.422,6.497,1.13,4.694,0.955
10/21/22,3,S1,0.632,48.439,9.561,1.604,4.982,0.811
10/21/22,4,S12,1.375,13.296,1.035,22.153,1.251,0.244
10/21/22,4,S1,0.632,48.131,7.266,1.581,3.883,0.582
10/21/22,4,S11,0.971,7.782,0.913,21.111,0.714,0.137
10/21/22,3,S11,1,8.341,1.558,23.941,0.688,0.167
10/21/22,4,S2,0.655,51.591,5.721,1.192,3.88,0.949
10/22/22,3,S12,1.392,14.026,1.303,27.672,1.256,0.323
10/22/22,2,S1,0.637,48.355,10.36,1.313,4.202,0.792
10/22/22,4,S2,0.659,51.519,5.253,1.057,3.85,0.944
10/22/22,4,S11,0.972,7.78,0.901,20.288,0.716,0.138
10/22/22,2,S11,0.965,8.21,1.82,24.7,0.537,0.161
10/22/22,4,S12,1.374,13.328,1.026,21.102,1.288,0.239
10/22/22,3,S1,0.63,48.409,9.785,1.569,5.016,0.808
10/22/22,3,S2,0.648,51.508,6.43,0.994,4.661,0.954
10/22/22,3,S11,0.999,8.282,1.681,24.209,0.7,0.166
10/22/22,2,S12,1.367,13.63,1.551,28.69,1.04,0.312
10/22/22,4,S3,1.005,53.005,3.344,0.622,3.686,1.628
10/22/22,4,S1,0.635,48.174,6.843,1.38,3.948,0.444
10/22/22,2,S3,1.002,53.165,3.332,0.582,3.964,1.41
10/22/22,3,S3,0.982,53.24,3.269,0.612,3.061,1.382
10/22/22,2,S2,0.668,52.16,6.778,1.046,4.315,0.956
10/23/22,4,S11,0.967,7.76,0.88,19.35,0.71,0.14
10/23/22,3,S12,1.386,13.993,1.351,27.74,1.238,0.318
10/23/22,4,S12,1.371,13.217,0.97,20.777,1.29,0.23
10/23/22,2,S1,0.647,48.265,9.602,2.367,4.173,0.785
10/23/22,4,S1,0.63,47.962,6.929,1.747,3.822,0.658
10/23/22,3,S3,0.978,53.09,3.414,0.852,3.002,1.371
10/23/22,4,S3,1.002,53.047,3.58,1.09,3.715,1.656
10/23/22,2,S2,0.661,51.6,6.818,0.985,4.278,0.962
10/23/22,3,S11,0.994,8.312,1.66,23.637,0.68,0.167
10/23/22,2,S3,1.012,53.16,3.526,1.284,3.999,1.428
10/23/22,2,S12,1.372,13.61,1.555,28.365,1.034,0.308
10/23/22,3,S2,0.649,51.432,6.571,1.133,4.74,0.95
10/23/22,4,S2,0.662,51.572,5.646,1.142,3.899,0.948
10/23/22,3,S1,0.631,48.389,9.703,1.339,4.971,0.803
10/23/22,2,S11,0.962,8.19,1.808,24.645,0.528,0.164
10/24/22,4,S2,0.655,51.674,5.68,1.089,3.903,0.946
10/24/22,4,S3,1.004,53.15,3.552,1.145,3.714,1.638
10/24/22,3,S3,0.988,52.735,3.35,0.942,3.044,1.37
10/24/22,3,S1,0.636,48.401,9.461,1.467,4.938,0.809
10/24/22,4,S1,0.632,48.103,7.088,1.633,3.816,0.692
10/24/22,3,S2,0.655,51.571,6.71,1.033,4.745,0.957
10/25/22,2,S11,0.965,8.111,1.828,24.325,0.533,0.159
10/25/22,2,S12,1.368,13.63,1.565,28.395,1.026,0.312
10/25/22,4,S2,0.652,51.659,5.538,1.129,3.852,0.951
10/25/22,2,S3,1.019,53.37,3.397,0.856,4.002,1.423
10/25/22,3,S11,0.998,8.301,1.637,23.814,0.682,0.167
10/25/22,4,S3,1.005,52.897,3.517,1.152,3.712,1.652
10/25/22,4,S11,0.964,7.76,0.858,19.34,0.708,0.141
10/25/22,3,S3,1.001,53.21,3.303,0.574,3.101,1.364
10/25/22,3,S1,0.636,48.388,9.579,1.33,4.945,0.805
10/25/22,4,S1,0.633,48.146,7.082,1.502,3.795,0.728
10/25/22,2,S1,0.637,48.055,9.847,1.697,4.149,0.797
10/25/22,3,S12,1.397,13.957,1.412,28.03,1.216,0.319
10/25/22,3,S2,0.658,51.531,6.63,1.287,4.772,0.955
10/25/22,2,S2,0.664,51.442,6.907,0.909,4.276,0.948
10/26/22,3,S3,0.985,53.18,3.372,1.255,3.037,1.374
10/26/22,3,S2,0.65,51.51,6.613,1.102,4.81,0.95
10/26/22,3,S1,0.63,48.308,9.962,1.3,5.005,0.804
10/26/22,3,S11,0.997,8.255,1.721,23.773,0.699,0.164
10/26/22,4,S1,0.635,48.217,6.945,1.524,3.798,0.766
10/26/22,4,S3,1.002,52.95,3.353,0.974,3.679,1.641
10/26/22,4,S2,0.642,51.66,5.467,1.1,3.869,0.954
10/27/22,2,S2,0.663,51.462,6.823,1.053,4.286,0.951
10/27/22,4,S3,1.005,52.835,3.492,1.043,3.677,1.612
10/27/22,3,S11,1.003,8.3,1.675,23.764,0.696,0.166
10/27/22,4,S1,0.632,48.018,6.843,1.66,3.785,0.771
10/27/22,2,S1,0.634,48.36,10.626,1.236,4.204,0.795
10/27/22,2,S11,0.965,8.111,1.828,24.237,0.529,0.16
10/27/22,2,S12,1.366,13.623,1.572,28.437,1.03,0.311
10/27/22,3,S2,0.645,51.425,6.65,0.828,4.743,0.951
10/27/22,3,S12,1.396,13.883,1.326,28.187,1.235,0.318
10/27/22,4,S2,0.661,51.599,5.614,0.992,3.861,0.941
10/27/22,3,S1,0.63,48.216,9.673,1.523,4.984,0.807
10/27/22,2,S3,1.017,53.303,3.411,0.862,3.969,1.425
10/28/22,3,S12,1.38,13.86,1.322,28.235,1.252,0.317
10/28/22,4,S12,1.375,13.32,0.975,21.12,1.266,0.24
10/28/22,4,S11,0.968,7.791,1.106,19.52,0.712,0.139
10/28/22,4,S3,1.009,53.083,3.462,0.542,3.69,1.612
10/28/22,3,S11,0.99,8.264,1.586,24.165,0.67,0.167
10/28/22,4,S1,0.631,48.049,6.871,1.555,3.826,0.681
10/28/22,3,S1,0.632,48.276,9.736,1.508,5.002,0.806
10/28/22,4,S2,0.656,51.617,5.623,1.018,3.867,0.942
10/28/22,3,S2,0.642,51.376,6.752,0.961,4.749,0.953
10/28/22,3,S3,0.975,52.803,3.516,1.279,3.005,1.369
10/29/22,3,S11,0.992,8.292,1.592,24.375,0.682,0.166
10/29/22,4,S12,1.362,13.205,0.964,21.275,1.31,0.237
10/29/22,2,S2,0.661,51.836,6.941,0.892,4.284,0.962
10/29/22,4,S1,0.637,47.968,6.83,1.618,3.771,0.756
10/29/22,3,S1,0.628,48.327,9.553,1.63,4.938,0.812
10/29/22,2,S3,1.012,53.362,3.507,1.193,4.009,1.416
10/29/22,3,S2,0.643,51.61,6.78,1.231,4.813,0.954
10/29/22,3,S3,0.973,52.79,3.425,0.843,3.111,1.362
10/29/22,4,S11,0.969,7.809,1.019,19.365,0.706,0.14
10/29/22,2,S11,0.966,8.128,1.823,24.266,0.534,0.161
10/29/22,3,S12,1.384,13.985,1.381,28.475,1.192,0.324
10/29/22,2,S12,1.36,13.586,1.539,28.548,1.039,0.314
10/29/22,2,S1,0.637,48.748,10.515,1.263,4.227,0.799
10/29/22,4,S2,0.656,51.645,5.56,1.221,3.882,0.952
10/30/22,4,S11,0.975,7.876,1.006,19.515,0.704,0.141
10/30/22,4,S12,1.366,13.19,0.971,20.81,1.297,0.237
10/30/22,4,S1,0.63,48.088,6.865,1.614,3.939,0.448
10/30/22,3,S1,0.628,48.292,9.915,1.34,5.013,0.806
10/30/22,3,S3,0.971,52.862,3.31,0.794,3.078,1.365
10/30/22,3,S11,0.994,8.256,1.697,24.089,0.703,0.165
10/30/22,4,S2,0.654,51.619,5.568,1.11,3.86,0.954
10/30/22,3,S2,0.641,51.343,6.699,1.025,4.71,0.957
10/31/22,3,S11,0.99,8.3,1.668,23.38,0.702,0.163
10/31/22,2,S2,0.657,51.605,6.815,1.02,4.278,0.947
10/31/22,3,S2,0.641,51.276,6.648,0.794,4.643,0.96
10/31/22,2,S12,1.367,13.665,1.584,28.54,1.039,0.311
10/31/22,3,S1,0.629,48.398,10.145,1.116,5.034,0.805
10/31/22,2,S11,0.958,8.158,1.841,24.34,0.531,0.161
10/31/22,2,S3,1.01,53.36,3.45,0.995,4.006,1.424
10/31/22,4,S1,0.633,48.07,6.744,1.66,3.866,0.543
10/31/22,4,S3,1,53.045,3.378,0.74,3.681,1.598
10/31/22,4,S2,0.66,51.491,5.581,1.077,3.887,0.949
10/31/22,2,S1,0.646,48.82,10.276,1.28,4.24,0.804
10/31/22,3,S12,1.384,14.02,1.392,27.875,1.2,0.319
10/31/22,4,S12,1.385,13.36,0.974,21.08,1.28,0.228
10/31/22,3,S3,0.974,52.998,3.484,1.262,3.018,1.376
10/31/22,4,S11,0.973,7.82,0.888,19.227,0.714,0.137
11/1/22,4,S12,1.36,13.205,0.977,20.758,1.228,0.244
11/1/22,3,S1,0.627,48.296,9.645,1.2,4.952,0.807
11/1/22,4,S1,0.633,48.153,6.94,1.452,3.989,0.353
11/1/22,2,S11,0.966,8.13,1.879,24.02,0.533,0.16
11/1/22,2,S1,0.634,48.482,9.71,1.61,4.173,0.812
11/1/22,4,S2,0.658,51.567,5.607,1.068,3.874,0.945
11/1/22,3,S3,0.976,52.893,3.466,1.113,3.041,1.372
11/1/22,2,S2,0.663,51.966,6.974,1.263,4.332,0.953
11/1/22,2,S3,1.021,53.394,3.45,0.922,4.029,1.435
11/1/22,4,S3,1,53.008,3.448,0.911,3.646,1.621
