date,xrf,sample,ni,fe,alu,mag,chrom,man
8/1/22,4,S2,0.65,51.582,6.708,1.114,3.729,1.104
8/1/22,2,S1,0.633,49.064,10.453,0.874,4.252,0.813
8/1/22,4,S1,0.623,48.147,8.323,1.703,3.784,0.885
8/1/22,3,S3,0.979,52.819,3.378,0.75,3.067,1.369
8/1/22,2,S11,0.973,8.119,1.752,25.063,0.539,0.163
8/1/22,2,S3,1.015,53.913,3.265,0.66,4.034,1.443
8/2/22,3,S12,1.412,14.085,1.385,28.325,1.194,0.323
8/2/22,3,S2,0.648,51.071,6.669,0.767,4.664,0.955
8/2/22,4,S1,0.634,48.554,8.636,1.592,3.743,0.958
8/2/22,2,S1,0.635,48.992,10.432,0.801,4.251,0.81
8/2/22,3,S11,1.007,8.245,1.636,25.127,0.703,0.168
8/2/22,2,S3,1.016,53.652,3.331,0.727,3.999,1.43
8/2/22,2,S2,0.654,51.675,6.712,0.757,4.253,0.971
8/2/22,3,S3,0.99,52.943,3.376,0.685,3.037,1.374
8/2/22,3,S1,0.633,48.299,10.098,0.837,5.026,0.807
8/2/22,4,S2,0.655,51.737,6.724,1.133,3.757,1.096
8/2/22,4,S3,0.985,53.923,4.056,0.763,3.551,1.44
8/3/22,4,S11,1.008,8.697,1.077,28.07,0.676,0.188
8/3/22,4,S3,0.984,53.84,4.082,0.821,3.593,1.443
8/3/22,2,S2,0.669,51.255,6.774,0.768,4.238,0.952
8/3/22,2,S11,0.985,8.292,1.591,27.36,0.537,0.166
8/3/22,2,S12,1.337,14.06,1.589,27.797,1,0.326
8/3/22,4,S12,1.372,14.14,1.139,26.277,1.161,0.336
8/3/22,4,S1,0.632,48.56,8.822,1.49,3.706,0.975
8/3/22,3,S2,0.648,50.892,6.673,0.823,4.635,0.95
8/3/22,3,S11,1.01,8.312,1.432,26.23,0.69,0.165
8/3/22,3,S12,1.381,14.303,1.339,27.577,1.123,0.328
8/3/22,3,S1,0.635,48.247,9.877,0.88,5.015,0.807
8/3/22,2,S3,1.026,53.273,3.291,0.699,4.056,1.427
8/3/22,2,S1,0.64,48.81,10.415,0.825,4.24,0.808
8/4/22,2,S3,1.02,53.677,3.245,0.662,3.968,1.435
8/4/22,3,S1,0.632,48.304,10.186,0.82,5.016,0.807
8/4/22,4,S11,1.008,8.728,1.07,28.265,0.676,0.188
8/4/22,4,S3,0.984,53.968,4.109,0.863,3.589,1.449
8/4/22,2,S2,0.653,51.79,6.696,0.761,4.319,0.97
8/4/22,3,S2,0.649,50.963,6.634,0.766,4.638,0.952
8/4/22,4,S12,1.406,13.883,1.127,28.193,1.183,0.334
8/4/22,4,S2,0.649,51.595,6.622,1.285,3.658,1.09
8/4/22,4,S1,0.63,48.519,8.838,1.479,3.782,0.912
8/4/22,2,S1,0.628,48.924,10.304,0.831,4.26,0.813
8/4/22,3,S3,0.986,52.815,3.429,0.683,3.093,1.364
8/5/22,3,S12,1.389,13.93,1.359,28.414,1.174,0.319
8/5/22,4,S1,0.628,47.936,8.573,1.602,3.8,0.843
8/5/22,2,S11,0.974,8.151,1.736,24.984,0.534,0.162
8/5/22,4,S11,1,8.667,1.138,27.095,0.685,0.184
8/5/22,3,S1,0.633,48.318,10.263,0.826,5.071,0.802
8/5/22,2,S3,1.023,53.545,3.335,0.682,3.984,1.422
8/5/22,2,S12,1.376,13.738,1.58,28.12,1.013,0.313
8/5/22,3,S3,0.98,52.918,3.303,0.654,2.991,1.376
8/5/22,2,S1,0.644,48.792,10.328,0.812,4.228,0.802
8/5/22,3,S2,0.648,51.038,6.672,0.765,4.612,0.959
8/5/22,4,S12,1.394,13.905,1.13,26.455,1.159,0.325
8/5/22,4,S2,0.648,51.54,6.645,1.146,3.681,1.091
8/5/22,2,S2,0.664,51.84,6.737,0.744,4.258,0.968
8/5/22,3,S11,0.999,8.295,1.528,25.072,0.702,0.165
8/5/22,4,S3,0.986,53.752,4.048,0.801,3.555,1.446
8/6/22,4,S12,1.391,13.843,1.14,27.402,1.181,0.326
8/6/22,3,S11,1.003,8.299,1.563,25.132,0.692,0.167
8/6/22,4,S1,0.631,48.312,8.632,1.584,3.783,0.902
8/6/22,3,S1,0.629,48.361,10.287,0.852,5.054,0.809
8/6/22,4,S3,0.989,53.872,4.054,0.782,3.558,1.444
8/6/22,3,S12,1.392,13.935,1.361,28.222,1.179,0.321
8/6/22,4,S11,1.006,8.708,1.124,27.595,0.68,0.186
8/6/22,2,S2,0.667,51.699,6.707,0.735,4.256,0.957
8/6/22,4,S2,0.65,51.355,6.704,1.152,3.701,1.087
8/6/22,3,S2,0.645,50.997,6.683,0.752,4.653,0.957
8/6/22,3,S3,0.983,52.845,3.33,0.651,3.036,1.365
8/6/22,2,S3,1.023,53.198,3.335,0.674,3.971,1.416
8/6/22,2,S1,0.639,48.76,10.265,0.826,4.225,0.802
8/6/22,2,S11,0.979,8.066,1.704,25.185,0.531,0.16
8/6/22,2,S12,1.38,13.648,1.566,28.028,0.998,0.313
8/7/22,2,S3,1.023,53.539,3.305,0.688,3.984,1.421
8/7/22,3,S12,1.399,13.918,1.374,28.513,1.194,0.319
8/7/22,4,S11,1.007,8.705,1.115,27.981,0.678,0.186
8/7/22,2,S11,0.976,8.137,1.665,25.787,0.536,0.161
8/7/22,4,S12,1.402,13.848,1.123,28.119,1.19,0.329
8/7/22,2,S2,0.662,51.777,6.716,0.745,4.283,0.964
8/7/22,3,S1,0.632,48.267,10.06,0.941,5.047,0.806
8/7/22,3,S2,0.644,50.953,6.631,0.751,4.638,0.95
8/7/22,2,S1,0.635,48.908,10.282,0.873,4.239,0.809
8/7/22,4,S3,0.987,53.782,4.039,0.779,3.545,1.44
8/7/22,4,S1,0.632,48.114,8.544,1.637,3.707,0.979
8/7/22,3,S3,0.986,52.795,3.408,0.718,3.045,1.37
8/7/22,4,S2,0.648,51.54,6.625,1.257,3.68,1.086
8/7/22,3,S11,1.001,8.303,1.568,24.718,0.708,0.164
8/7/22,2,S12,1.374,13.68,1.54,28.172,1.012,0.314
8/8/22,3,S2,0.647,51.065,6.687,0.789,4.632,0.954
8/8/22,3,S1,0.633,48.326,10.226,0.836,5.035,0.809
8/8/22,3,S3,0.982,52.885,3.476,0.696,3.093,1.377
8/8/22,2,S1,0.64,48.858,10.456,0.782,4.247,0.809
8/8/22,4,S1,0.631,48.47,8.21,1.758,3.73,0.989
8/8/22,4,S3,0.991,54.242,4.05,0.752,3.541,1.446
8/8/22,2,S2,0.656,51.674,6.722,0.749,4.27,0.964
8/9/22,3,S12,1.405,13.89,1.306,27.82,1.097,0.321
8/9/22,4,S11,1.003,8.712,1.133,27.168,0.685,0.185
8/9/22,3,S11,0.998,8.275,1.684,23.73,0.699,0.165
8/9/22,4,S1,0.63,48.492,8.506,1.738,3.746,0.965
8/9/22,2,S12,1.374,13.482,1.548,27.855,0.996,0.307
8/9/22,3,S3,0.973,52.73,3.277,0.763,3.03,1.367
8/9/22,4,S3,0.983,53.633,4.053,0.842,3.577,1.442
8/9/22,3,S1,0.628,48.27,9.944,0.993,5.019,0.81
8/9/22,4,S12,1.392,13.804,1.14,27.548,1.202,0.324
8/9/22,2,S2,0.667,51.552,6.738,0.773,4.247,0.966
8/9/22,3,S2,0.642,51.014,6.659,0.773,4.613,0.954
8/9/22,2,S3,1.026,53.102,3.343,0.726,3.94,1.41
8/9/22,2,S1,0.64,48.817,10.169,0.955,4.237,0.808
8/9/22,2,S11,0.974,8.073,1.71,24.938,0.534,0.159
8/9/22,4,S2,0.653,51.138,6.711,1.199,3.699,1.086
8/10/22,2,S2,0.663,51.71,6.746,0.765,4.255,0.959
8/10/22,2,S3,1.037,53.155,3.352,0.698,3.948,1.426
8/10/22,2,S12,1.385,13.638,1.524,28.22,1.007,0.311
8/10/22,3,S1,0.634,48.306,10.274,0.889,5.063,0.804
8/10/22,2,S11,0.973,8.084,1.724,24.805,0.528,0.159
8/10/22,4,S11,1.01,8.738,1.104,28.01,0.678,0.187
8/10/22,3,S11,1.002,8.314,1.553,24.668,0.697,0.167
8/10/22,3,S3,0.985,52.849,3.344,0.672,3.025,1.37
8/10/22,3,S12,1.398,13.948,1.356,28.225,1.18,0.321
8/10/22,4,S12,1.406,13.85,1.096,27.575,1.201,0.33
8/10/22,3,S2,0.644,51.012,6.681,0.793,4.648,0.956
8/10/22,2,S1,0.642,48.84,10.312,0.895,4.224,0.804
8/10/22,4,S2,0.653,50.44,6.804,1.182,3.69,1.073
8/10/22,4,S1,0.632,48.665,8.596,1.564,3.73,0.984
8/11/22,4,S2,0.652,51.532,6.698,1.224,3.72,1.096
8/11/22,2,S12,1.326,13.55,1.546,27.76,1.007,0.31
8/11/22,4,S11,0.999,8.732,1.13,27.01,0.689,0.186
8/11/22,3,S12,1.392,13.95,1.366,28.53,1.172,0.319
8/11/22,4,S12,1.391,13.884,1.123,27.666,1.176,0.327
8/11/22,3,S2,0.641,50.805,6.594,0.828,4.553,0.948
8/11/22,2,S2,0.661,51.497,6.696,0.828,4.206,0.951
8/11/22,4,S1,0.632,48.494,8.649,1.654,3.756,0.942
8/11/22,2,S1,0.643,48.806,10.106,0.944,4.23,0.803
8/11/22,4,S3,0.983,53.878,4.04,0.837,3.583,1.448
8/11/22,3,S3,0.982,52.819,3.347,0.711,2.963,1.374
8/11/22,2,S11,0.96,8.143,1.691,24.86,0.551,0.163
8/11/22,3,S11,1.003,8.303,1.552,24.598,0.692,0.167
8/11/22,3,S1,0.634,48.228,9.84,0.99,5.02,0.805
8/12/22,4,S1,0.632,48.68,8.72,1.67,3.74,0.984
8/12/22,3,S2,0.644,50.989,6.587,0.821,4.582,0.955
8/12/22,2,S1,0.638,48.663,10.07,0.944,4.209,0.802
8/12/22,4,S3,0.985,54.038,4.046,0.855,3.556,1.442
8/12/22,4,S11,1.004,8.71,1.102,27.783,0.675,0.187
8/12/22,3,S3,0.987,52.957,3.444,0.686,2.913,1.383
8/12/22,2,S12,1.37,13.638,1.54,28.036,1.008,0.312
8/12/22,2,S11,0.97,8.13,1.723,24.678,0.543,0.159
8/12/22,4,S12,1.375,13.852,1.113,27.813,1.208,0.327
8/12/22,2,S3,1.023,53.191,3.263,0.654,3.976,1.417
8/12/22,3,S1,0.632,48.247,9.774,1.042,5.001,0.806
8/12/22,2,S2,0.661,51.345,6.743,0.796,4.244,0.964
8/13/22,2,S3,1.02,52.784,3.34,0.723,3.965,1.422
8/13/22,4,S12,1.337,13.67,1.102,27.77,1.261,0.318
8/13/22,2,S1,0.638,48.515,10.356,0.844,4.221,0.803
8/13/22,4,S3,0.984,53.981,4.061,0.833,3.583,1.446
8/13/22,2,S2,0.658,51.152,6.735,0.785,4.14,0.96
8/13/22,4,S11,1.005,8.74,1.092,27.38,0.695,0.186
8/13/22,4,S1,0.62,47.808,8.086,1.619,3.794,0.802
8/13/22,3,S3,0.984,52.93,3.41,0.831,3.038,1.372
8/13/22,3,S2,0.64,50.762,6.654,0.841,4.51,0.947
8/13/22,3,S1,0.634,48.274,10.025,0.946,5.034,0.808
8/14/22,4,S1,0.627,47.723,8.387,1.626,3.753,0.867
8/14/22,4,S12,1.368,13.807,1.096,27.547,1.178,0.326
8/14/22,2,S2,0.658,51.374,6.733,0.84,4.236,0.967
8/14/22,3,S1,0.638,48.536,9.905,0.914,5.046,0.808
8/14/22,4,S3,0.985,53.91,4.025,0.819,3.593,1.449
8/14/22,2,S1,0.635,48.775,10.016,0.897,4.243,0.812
8/14/22,4,S2,0.649,51.018,6.71,1.139,3.662,1.094
8/14/22,3,S2,0.647,51.097,6.709,0.806,4.577,0.957
8/14/22,4,S11,1.005,8.724,1.107,27.36,0.69,0.187
8/15/22,3,S12,1.4,13.988,1.333,28.847,1.171,0.322
8/15/22,3,S11,0.995,8.286,1.708,23.99,0.713,0.165
8/15/22,3,S2,0.657,51.236,6.663,0.85,4.698,0.954
8/15/22,2,S11,0.972,8.097,1.673,25.93,0.525,0.163
8/15/22,3,S1,0.637,48.492,10.426,0.87,5.076,0.807
8/15/22,2,S1,0.646,48.606,10.056,0.824,4.217,0.803
8/15/22,2,S3,1.03,53.543,3.38,0.77,3.929,1.424
8/15/22,2,S2,0.655,51.034,6.711,0.803,4.3,0.975
8/16/22,4,S12,1.373,13.858,1.112,27.648,1.225,0.328
8/16/22,2,S12,1.346,13.35,1.555,27.82,1.005,0.303
8/16/22,4,S2,0.651,51.34,6.523,1.265,3.658,1.086
8/16/22,3,S2,0.651,50.88,6.664,0.913,4.634,0.939
8/16/22,2,S3,1.012,53.74,3.336,0.8,3.951,1.442
8/16/22,2,S11,0.986,8.037,1.651,25.75,0.529,0.162
8/16/22,3,S3,0.993,52.989,3.461,0.821,3.083,1.372
8/16/22,2,S1,0.645,48.507,9.758,0.99,4.2,0.809
8/16/22,3,S1,0.64,48.512,10.211,0.939,5.09,0.807
8/16/22,2,S2,0.668,51.006,6.729,0.868,4.155,0.937
8/16/22,4,S11,1,8.613,1.135,26.688,0.672,0.184
8/16/22,4,S1,0.632,48.365,8.412,1.646,3.851,0.853
8/17/22,2,S2,0.654,50.602,6.721,0.786,4.254,0.955
8/17/22,4,S12,1.393,13.81,1.161,27.99,1.234,0.324
8/17/22,4,S3,0.988,54.086,4.096,0.913,3.587,1.453
8/17/22,3,S3,0.989,52.978,3.442,0.737,3.066,1.371
8/17/22,4,S11,0.993,8.791,1.15,26.09,0.691,0.186
8/17/22,4,S2,0.651,51.741,6.666,1.199,3.748,1.098
8/17/22,2,S1,0.635,48.259,10.099,0.867,4.204,0.796
8/17/22,3,S1,0.638,48.44,9.925,0.942,5.023,0.807
8/17/22,2,S12,1.362,13.69,1.558,28.04,1.023,0.308
8/17/22,3,S2,0.654,51.122,6.628,0.803,4.636,0.953
8/17/22,4,S1,0.629,48.484,8.38,1.676,3.764,0.937
8/17/22,2,S11,0.977,8.06,1.639,25.607,0.534,0.164
8/18/22,4,S3,0.986,54.005,4.081,0.88,3.592,1.446
8/18/22,3,S11,1.001,8.301,1.598,24.155,0.7,0.165
8/18/22,4,S2,0.648,51.52,6.676,1.33,3.734,1.092
8/18/22,4,S11,0.995,8.755,1.194,25.957,0.682,0.186
8/18/22,3,S1,0.636,48.416,9.584,1.067,5.029,0.805
8/18/22,4,S1,0.631,48.347,7.972,1.581,3.813,0.885
8/18/22,2,S2,0.665,51.829,6.69,0.815,4.265,0.968
8/18/22,3,S12,1.381,14.03,1.34,27.335,1.208,0.319
8/18/22,2,S1,0.636,48.741,9.562,1.079,4.213,0.806
8/18/22,4,S12,1.377,13.81,1.17,27.197,1.17,0.326
8/18/22,3,S2,0.648,51.114,6.621,0.83,4.618,0.957
8/18/22,2,S11,0.97,8.138,1.784,23.94,0.532,0.16
8/18/22,2,S12,1.367,13.81,1.497,27.36,0.988,0.312
8/18/22,3,S3,0.988,53.18,3.5,1.012,2.947,1.378
8/19/22,4,S11,0.997,8.78,1.148,25.697,0.688,0.186
8/19/22,4,S2,0.652,51.828,6.66,1.149,3.722,1.084
8/19/22,3,S1,0.639,48.482,10.186,0.9,5.068,0.807
8/19/22,4,S12,1.378,14.056,1.147,27.354,1.164,0.331
8/19/22,4,S3,0.986,53.415,4.078,0.802,3.568,1.439
8/19/22,4,S1,0.63,48.287,8.359,1.702,3.82,0.845
8/19/22,2,S1,0.641,48.87,10.255,0.838,4.23,0.803
8/19/22,2,S2,0.661,51.805,6.747,0.784,4.273,0.965
8/19/22,3,S2,0.648,51.025,6.654,0.813,4.637,0.945
8/20/22,2,S2,0.665,51.506,6.702,0.801,4.232,0.961
8/20/22,3,S12,1.394,14.005,1.349,28.208,1.192,0.322
8/20/22,3,S3,0.987,52.795,3.35,0.807,3.011,1.365
8/20/22,4,S12,1.382,13.865,1.126,27.335,1.199,0.326
8/20/22,4,S11,0.996,8.756,1.139,26.48,0.689,0.187
8/20/22,2,S11,0.975,8.116,1.722,24.865,0.532,0.16
8/20/22,3,S1,0.634,48.489,10.095,0.977,5.056,0.808
8/20/22,2,S3,1.03,53.317,3.346,0.881,3.968,1.415
8/20/22,2,S1,0.641,48.383,10.157,0.921,4.209,0.807
8/20/22,4,S3,0.985,53.952,4.059,0.866,3.573,1.447
8/20/22,4,S1,0.635,48.642,8.559,1.704,3.781,0.928
8/20/22,2,S12,1.37,13.772,1.542,28.362,1.027,0.319
8/20/22,3,S11,1.001,8.287,1.614,24.41,0.704,0.166
8/20/22,4,S2,0.643,51.507,6.648,1.169,3.708,1.096
8/20/22,3,S2,0.648,51.139,6.638,0.807,4.639,0.955
8/21/22,4,S2,0.645,51.375,6.648,1.222,3.633,1.085
8/21/22,4,S12,1.392,13.857,1.128,27.818,1.189,0.329
8/21/22,2,S2,0.661,51.688,6.665,0.834,4.28,0.967
8/21/22,3,S2,0.655,51.199,6.553,0.826,4.699,0.947
8/21/22,2,S3,1.009,52.627,3.348,0.842,4.083,1.453
8/21/22,4,S1,0.633,48.655,8.524,1.689,3.738,0.959
8/21/22,3,S11,1.002,8.342,1.572,24.468,0.701,0.166
8/21/22,3,S3,0.989,53.093,3.394,0.902,3.004,1.378
8/21/22,2,S1,0.641,48.686,9.979,0.991,4.218,0.804
8/21/22,3,S1,0.636,48.411,9.97,1.05,5.019,0.808
8/21/22,2,S12,1.37,13.425,1.56,29.235,1.066,0.327
8/21/22,2,S11,0.966,7.864,1.814,24.75,0.555,0.165
8/21/22,4,S3,0.987,54.076,4.092,0.979,3.572,1.444
8/21/22,4,S11,0.997,8.783,1.129,26.568,0.689,0.186
8/21/22,3,S12,1.396,14.005,1.349,28.09,1.168,0.322
8/22/22,3,S2,0.648,51.115,6.697,0.836,4.635,0.958
8/22/22,3,S1,0.633,48.308,9.824,1.038,4.999,0.807
8/22/22,4,S2,0.652,51.79,6.695,1.21,3.774,1.112
8/22/22,2,S12,1.375,13.593,1.525,27.97,1.029,0.309
8/22/22,2,S2,0.654,51.621,6.767,0.851,4.266,0.974
8/22/22,2,S11,0.979,8.174,1.627,25.7,0.53,0.162
8/22/22,4,S1,0.626,48.489,8.312,1.798,3.735,0.961
8/22/22,4,S3,0.991,54.075,4.124,1.054,3.528,1.444
8/22/22,4,S12,1.386,13.805,1.124,27.513,1.199,0.329
8/22/22,4,S11,1,8.781,1.137,26.548,0.676,0.187
8/22/22,2,S1,0.625,48.712,9.899,1.04,4.241,0.812
8/23/22,2,S2,0.668,51.465,6.672,0.849,4.222,0.954
8/23/22,2,S3,1.021,53.35,3.342,0.82,3.949,1.412
8/23/22,2,S11,0.968,8.139,1.718,24.405,0.536,0.162
8/23/22,4,S2,0.647,51.38,6.684,1.157,3.752,1.078
8/23/22,3,S1,0.634,48.274,9.99,0.985,5.027,0.804
8/23/22,4,S1,0.627,48.68,8.538,1.896,3.846,0.868
8/23/22,3,S12,1.4,13.875,1.366,28.455,1.219,0.32
8/23/22,4,S11,0.993,8.785,1.113,26.415,0.711,0.188
8/23/22,2,S1,0.634,48.852,9.995,0.988,4.212,0.806
8/23/22,2,S12,1.368,13.7,1.532,28.115,1.019,0.311
8/23/22,3,S11,1,8.322,1.62,23.87,0.754,0.162
8/23/22,4,S12,1.394,13.83,1.123,26.705,1.212,0.329
8/23/22,3,S3,0.987,52.948,3.433,0.774,3.011,1.38
8/23/22,4,S3,0.985,53.87,4.107,0.864,3.591,1.452
8/24/22,4,S12,1.386,13.84,1.118,26.938,1.231,0.33
8/24/22,2,S2,0.666,51.579,6.707,0.853,4.226,0.955
8/24/22,3,S3,0.98,52.895,3.438,0.772,3.013,1.37
8/24/22,3,S2,0.647,50.924,6.698,0.833,4.608,0.947
8/24/22,4,S1,0.632,48.519,8.452,1.709,3.826,0.881
8/24/22,4,S2,0.648,51.725,6.652,1.23,3.708,1.094
8/24/22,2,S3,1.025,53.359,3.343,0.815,3.967,1.414
8/24/22,4,S11,1.001,8.778,1.091,27.053,0.695,0.188
8/24/22,2,S11,0.97,8.127,1.722,24.693,0.535,0.16
8/24/22,2,S12,1.371,13.674,1.528,27.914,1.011,0.312
8/24/22,3,S1,0.635,48.318,10.117,0.942,5.047,0.803
8/24/22,2,S1,0.642,48.567,9.98,0.979,4.183,0.797
8/25/22,4,S11,0.992,8.796,1.135,25.68,0.709,0.186
8/25/22,2,S11,0.984,8.182,1.672,25.81,0.53,0.163
8/25/22,2,S12,1.377,13.6,1.51,27.965,0.989,0.312
8/25/22,2,S2,0.651,51.435,6.731,0.806,4.13,0.956
8/25/22,3,S12,1.406,13.915,1.374,28.375,1.207,0.321
8/25/22,4,S2,0.653,51.895,6.686,1.187,3.776,1.101
8/25/22,2,S3,1.016,52.885,3.359,0.803,3.95,1.407
8/25/22,3,S2,0.652,51.261,6.669,0.834,4.716,0.958
8/25/22,3,S3,0.984,52.717,3.438,0.794,3.012,1.372
8/25/22,4,S3,0.988,53.943,4.011,0.834,3.615,1.452
8/25/22,4,S12,1.382,13.827,1.174,27.737,1.23,0.326
8/25/22,3,S1,0.634,48.337,10.059,0.955,5.058,0.807
8/25/22,4,S1,0.632,48.793,8.533,1.678,3.825,0.901
8/25/22,2,S1,0.642,48.53,10,0.936,4.217,0.8
8/25/22,3,S11,0.998,8.292,1.612,23.935,0.742,0.163
8/26/22,3,S3,0.987,52.857,3.28,0.78,2.905,1.372
8/26/22,4,S2,0.648,51.782,6.645,1.243,3.719,1.095
8/26/22,2,S12,1.374,13.742,1.498,28.238,1.014,0.312
8/26/22,4,S12,1.388,13.856,1.11,27.728,1.245,0.328
8/26/22,4,S3,0.983,54.134,4.02,0.868,3.64,1.455
8/26/22,4,S11,1.003,8.823,1.128,26.974,0.681,0.188
8/26/22,3,S11,0.993,8.28,1.644,23.24,0.7,0.164
8/26/22,2,S1,0.642,48.765,9.982,0.971,4.218,0.803
8/26/22,2,S3,1.022,53.36,3.36,0.816,3.97,1.421
8/26/22,4,S1,0.632,48.632,8.43,1.656,3.767,0.933
8/26/22,3,S1,0.635,48.342,10.015,0.944,5.041,0.805
8/26/22,2,S11,0.971,8.158,1.704,24.648,0.538,0.161
8/26/22,2,S2,0.664,51.614,6.615,0.817,4.236,0.959
8/26/22,3,S2,0.646,51.062,6.545,0.831,4.587,0.96
8/26/22,3,S12,1.356,13.94,1.303,28.02,1.23,0.317
8/27/22,4,S11,1.009,8.851,1.09,27.258,0.681,0.188
8/27/22,3,S3,0.985,52.765,3.438,0.744,3.081,1.364
8/27/22,4,S3,0.991,54.338,4.034,0.835,3.614,1.461
8/27/22,2,S11,0.975,8.139,1.71,25.036,0.55,0.163
8/27/22,3,S1,0.638,48.341,10.132,0.906,5.06,0.807
8/27/22,3,S2,0.648,51.132,6.638,0.807,4.642,0.962
8/27/22,2,S1,0.626,48.352,9.764,1.059,4.244,0.816
8/27/22,4,S2,0.647,51.764,6.646,1.204,3.733,1.102
8/27/22,2,S12,1.378,13.597,1.509,28.25,1.017,0.316
8/27/22,2,S2,0.643,52.034,6.555,0.622,4.392,0.973
8/27/22,4,S12,1.394,14.07,1.142,27.037,1.152,0.334
8/27/22,4,S1,0.631,48.641,8.467,1.624,3.806,0.898
8/27/22,3,S12,1.395,13.88,1.355,28.52,1.144,0.316
8/27/22,2,S3,1.017,53.437,3.315,0.872,4.034,1.452
8/27/22,3,S11,1.008,8.313,1.512,25.3,0.696,0.162
8/28/22,4,S2,0.65,51.898,6.649,1.163,3.758,1.102
8/28/22,2,S2,0.667,51.702,6.54,0.603,4.309,0.946
8/28/22,3,S2,0.648,51.176,6.655,0.787,4.631,0.958
8/28/22,3,S1,0.639,48.444,9.782,0.923,5.02,0.812
8/28/22,2,S11,0.98,8.098,1.718,24.391,0.538,0.159
8/28/22,2,S12,1.388,13.495,1.51,27.803,0.994,0.308
8/28/22,4,S1,0.634,48.875,8.511,1.568,3.769,0.958
8/28/22,2,S1,0.646,48.183,9.775,1.045,4.161,0.793
8/28/22,4,S11,1.007,8.784,1.122,26.915,0.692,0.187
8/28/22,3,S11,1.003,8.226,1.622,25.295,0.682,0.166
8/28/22,4,S12,1.406,13.935,1.076,27.56,1.168,0.332
8/28/22,3,S12,1.4,13.93,1.286,28.55,1.191,0.318
8/28/22,4,S3,0.987,54.199,4.1,0.872,3.619,1.454
8/28/22,2,S3,1.033,53.085,3.317,0.851,3.941,1.418
8/28/22,3,S3,0.987,52.88,3.353,0.622,3.109,1.376
8/29/22,3,S1,0.638,48.449,9.755,0.948,5.037,0.809
8/29/22,3,S12,1.359,13.81,1.37,28.47,1.235,0.318
8/29/22,3,S3,0.982,52.986,3.471,0.813,2.967,1.375
8/29/22,2,S2,0.667,51.54,6.588,0.772,4.244,0.953
8/29/22,2,S11,0.975,8.036,1.703,24.312,0.531,0.157
8/29/22,4,S1,0.629,48.692,8.466,1.647,3.788,0.918
8/29/22,2,S3,1.034,52.971,3.324,0.778,3.961,1.416
8/29/22,4,S2,0.648,51.824,6.608,1.172,3.757,1.093
8/29/22,3,S11,1.004,8.321,1.646,23.56,0.721,0.161
8/29/22,4,S3,0.986,54.284,4.055,0.845,3.647,1.464
8/29/22,2,S1,0.642,48.202,9.914,0.964,4.158,0.799
8/29/22,2,S12,1.375,13.572,1.503,27.826,1.007,0.31
8/29/22,3,S2,0.646,51.271,6.404,0.705,4.678,0.95
8/30/22,3,S3,0.98,53.196,3.483,0.772,3.061,1.37
8/30/22,4,S11,1,8.82,1.158,25.11,0.689,0.187
8/30/22,4,S1,0.629,48.585,8.263,1.682,3.742,0.946
8/30/22,4,S3,0.987,54.239,4.044,0.909,3.611,1.452
8/30/22,4,S12,1.402,13.87,1.122,28.11,1.228,0.326
8/30/22,3,S2,0.643,51.211,6.527,0.769,4.679,0.952
8/30/22,4,S2,0.648,51.89,6.575,1.114,3.743,1.101
8/30/22,3,S12,1.383,13.87,1.399,29.12,1.252,0.317
8/30/22,2,S11,0.974,8.089,1.693,24.393,0.531,0.16
8/30/22,2,S2,0.667,51.772,6.641,0.798,4.261,0.968
8/30/22,3,S11,0.991,8.312,1.586,24.725,0.715,0.168
8/30/22,2,S12,1.371,13.58,1.503,27.878,1.011,0.311
8/30/22,3,S1,0.63,48.408,9.772,1.003,5.033,0.808
8/30/22,2,S3,1.027,53.174,3.331,0.767,3.979,1.417
8/30/22,2,S1,0.645,48.681,9.976,0.921,4.205,0.8
8/31/22,3,S1,0.631,48.461,9.871,0.939,5.039,0.808
8/31/22,3,S11,0.989,8.289,1.587,24.61,0.722,0.165
8/31/22,2,S3,1.019,53.385,3.343,0.762,3.981,1.418
8/31/22,4,S1,0.633,48.848,8.432,1.609,3.793,0.934
8/31/22,4,S3,0.984,54.192,4.05,0.828,3.619,1.451
8/31/22,3,S12,1.386,13.888,1.365,28.808,1.234,0.319
8/31/22,4,S2,0.646,51.488,6.572,1.135,3.707,1.097
8/31/22,2,S11,0.972,8.062,1.709,24.503,0.532,0.157
8/31/22,2,S12,1.379,13.603,1.503,27.94,1.012,0.314
8/31/22,4,S12,1.384,13.852,1.092,27.332,1.203,0.327
8/31/22,3,S2,0.64,51.14,6.544,0.777,4.684,0.953
8/31/22,4,S11,0.996,8.805,1.108,26.493,0.695,0.187
8/31/22,3,S3,0.98,53.01,3.336,0.705,3.066,1.37
8/31/22,2,S1,0.644,48.548,9.877,0.91,4.198,0.793
9/1/22,3,S12,1.391,13.877,1.347,28.423,1.213,0.32
9/1/22,3,S3,0.98,53.088,3.403,0.814,2.975,1.382
9/1/22,3,S1,0.633,48.373,9.861,1.006,5.043,0.807
9/1/22,4,S11,1.011,8.831,1.111,27.175,0.684,0.186
9/1/22,2,S2,0.667,51.69,6.75,0.775,4.292,0.961
9/1/22,2,S11,0.975,8.107,1.71,24.426,0.531,0.161
9/1/22,4,S2,0.648,51.836,6.642,1.213,3.753,1.098
9/1/22,4,S3,0.984,54.32,4.056,0.841,3.591,1.453
