dt,xrf,sample,ni,fe,alu
2022-09-01,4,S1,0.63,48.65,8.33
2022-09-01,3,S1,0.63,48.37,9.86
2022-09-01,3,S2,0.64,51.19,6.5
2022-09-01,3,S12,1.39,13.88,1.35
2022-09-01,2,S1,0.65,48.31,9.77
2022-09-02,4,S1,0.63,48.22,8.37
2022-09-02,3,S12,1.39,13.98,1.3
2022-09-02,4,S2,0.65,51.85,6.64
2022-09-02,3,S1,0.63,48.36,9.88
2022-09-02,4,S3,0.99,54.32,3.98
2022-09-02,2,S11,0.97,8.07,1.73
2022-09-02,3,S11,0.99,8.28,1.61
2022-09-02,4,S11,0.98,8.92,1.11
2022-09-02,3,S3,0.98,52.91,3.47
2022-09-02,2,S12,1.38,13.67,1.53
2022-09-02,3,S2,0.64,51.07,6.63
2022-09-02,2,S3,1.03,52.88,3.44
2022-09-03,4,S3,0.99,54.45,4.11
2022-09-03,3,S11,0.99,8.26,1.65
2022-09-03,3,S12,1.39,13.9,1.32
2022-09-03,4,S1,0.63,48.7,8.26
2022-09-03,3,S3,0.97,52.83,3.48
2022-09-03,3,S2,0.64,51.08,6.72
2022-09-03,3,S1,0.63,48.26,9.8
2022-09-03,4,S2,0.65,51.98,6.62
2022-09-04,3,S3,0.98,52.86,3.54
2022-09-04,3,S1,0.63,48.37,9.82
2022-09-04,4,S1,0.63,48.58,8.28
2022-09-04,4,S12,1.36,13.65,1.16
2022-09-04,3,S2,0.64,51.33,6.79
2022-09-04,3,S12,1.39,13.92,1.32
2022-09-04,4,S11,0.98,8.18,1.08
2022-09-04,4,S3,1,53.73,4.21
2022-09-04,4,S2,0.64,51.91,6.64
2022-09-04,3,S11,0.99,8.25,1.61
2022-09-05,4,S12,1.35,13.82,1.15
2022-09-05,4,S11,1,8.82,1.1
2022-09-05,3,S3,0.98,52.96,3.49
2022-09-05,4,S1,0.63,48.84,8.27
2022-09-05,4,S2,0.65,51.96,6.57
2022-09-05,3,S1,0.63,48.22,9.74
2022-09-05,3,S2,0.64,51.18,6.74
2022-09-05,3,S11,1,8.31,1.54
2022-09-05,4,S3,0.99,54.49,4.1
2022-09-05,3,S12,1.37,14,1.31
2022-09-06,4,S12,1.37,13.36,1.13
2022-09-06,4,S11,0.97,7.8,0.99
2022-09-06,2,S1,0.65,48.42,9.97
2022-09-06,2,S2,0.67,51.57,6.83
2022-09-06,4,S3,1,53.21,4
2022-09-06,2,S11,0.97,8.07,1.73
2022-09-06,2,S12,1.37,13.65,1.52
2022-09-06,2,S3,1.04,53.23,3.46
2022-09-06,4,S1,0.63,48.25,7.93
2022-09-06,3,S2,0.64,51.28,6.75
2022-09-06,3,S1,0.63,48.3,9.78
2022-09-06,4,S2,0.65,51.73,6.44
2022-09-06,3,S3,0.97,52.87,3.48
2022-09-07,4,S2,0.65,51.56,6.48
2022-09-07,4,S1,0.63,48.27,7.99
2022-09-07,4,S11,0.97,7.84,0.97
2022-09-07,4,S3,1,53.24,4.02
2022-09-07,3,S3,0.98,52.73,3.55
2022-09-07,4,S12,1.38,13.35,1.09
2022-09-07,3,S2,0.64,51.18,6.82
2022-09-07,3,S12,1.39,13.89,1.35
2022-09-07,2,S12,1.37,13.61,1.53
2022-09-07,2,S11,0.99,8.11,1.7
2022-09-07,3,S11,1,8.28,1.59
2022-09-07,2,S3,1.03,53.11,3.49
2022-09-07,3,S1,0.63,48.17,9.67
2022-09-07,2,S1,0.65,48.59,10.03
2022-09-07,2,S2,0.67,51.48,6.78
2022-09-08,3,S2,0.65,51.26,6.81
2022-09-08,2,S3,1.03,53.47,3.45
2022-09-08,2,S12,1.37,13.69,1.53
2022-09-08,2,S2,0.67,51.76,6.67
2022-09-08,4,S1,0.63,48.52,8.03
2022-09-08,4,S12,1.35,13.32,1.1
2022-09-08,3,S1,0.63,48.28,9.77
2022-09-08,3,S11,0.99,8.24,1.65
2022-09-08,4,S11,0.95,7.72,1.03
2022-09-08,2,S1,0.64,48.88,10.86
2022-09-08,4,S2,0.65,51.71,6.49
2022-09-08,2,S11,0.98,8.16,1.72
2022-09-08,4,S3,1,53.25,4.06
2022-09-08,3,S3,0.98,52.92,3.53
2022-09-08,3,S12,1.37,13.93,1.33
2022-09-09,4,S12,1.38,13.38,1.13
2022-09-09,3,S12,1.39,13.92,1.42
2022-09-09,3,S3,0.98,53.09,3.57
2022-09-09,2,S12,1.37,13.69,1.55
2022-09-09,4,S2,0.65,51.59,6.45
2022-09-09,3,S2,0.64,51.13,6.7
2022-09-09,2,S2,0.67,51.8,6.83
2022-09-09,4,S11,0.97,7.78,1
2022-09-09,4,S1,0.63,48.4,8.26
2022-09-09,2,S3,1.04,53.5,3.44
2022-09-09,3,S1,0.63,48.44,10.41
2022-09-09,2,S11,0.98,8.12,1.76
2022-09-09,4,S3,1,53.16,4.04
2022-09-09,2,S1,0.65,48.92,10.3
2022-09-10,3,S11,1,8.3,1.56
2022-09-10,3,S1,0.63,48.42,10.04
2022-09-10,3,S3,0.97,52.86,3.54
2022-09-10,4,S3,1,53.16,4.03
2022-09-10,3,S2,0.64,51.18,6.75
2022-09-10,3,S12,1.4,13.9,1.36
2022-09-10,2,S1,0.65,48.54,10.12
2022-09-10,4,S2,0.65,51.65,6.52
2022-09-10,2,S3,1.04,53.4,3.43
2022-09-10,2,S12,1.38,13.63,1.55
2022-09-10,2,S2,0.67,51.78,6.72
2022-09-10,2,S11,0.98,8.1,1.77
2022-09-10,4,S1,0.63,48.53,8.34
2022-09-11,4,S2,0.65,51.7,6.49
2022-09-11,2,S2,0.67,51.71,6.67
2022-09-11,4,S1,0.63,48.41,8.03
2022-09-11,3,S2,0.64,51.28,6.75
2022-09-11,3,S1,0.63,48.22,9.46
2022-09-11,4,S12,1.37,13.3,1.11
2022-09-11,3,S11,1,8.38,1.52
2022-09-11,3,S3,0.97,52.73,3.55
2022-09-11,3,S12,1.39,13.91,1.32
2022-09-11,2,S12,1.36,13.62,1.56
2022-09-11,2,S1,0.65,48.24,10.22
2022-09-11,2,S3,1.03,53.63,3.42
2022-09-11,4,S11,0.97,7.87,1
2022-09-11,4,S3,1,53.18,4.02
2022-09-11,2,S11,0.97,8.17,1.71
2022-09-12,3,S12,1.39,13.98,1.42
2022-09-12,3,S11,1,8.33,1.64
2022-09-12,2,S1,0.64,48.48,10.19
2022-09-12,2,S2,0.67,51.72,6.8
2022-09-12,3,S1,0.63,48.43,9.6
2022-09-12,2,S3,1.03,53.36,3.42
2022-09-12,4,S3,1,53.16,4.03
2022-09-12,2,S11,0.98,8.17,1.74
2022-09-12,2,S12,1.38,13.67,1.54
2022-09-12,4,S12,1.36,13.32,1.11
2022-09-12,4,S1,0.63,48.24,7.88
2022-09-12,4,S2,0.65,51.55,6.47
2022-09-12,4,S11,0.96,7.77,1.02
2022-09-12,3,S3,0.96,52.65,3.44
2022-09-12,3,S2,0.65,51.38,6.71
2022-09-13,4,S3,1,53.11,3.97
2022-09-13,2,S3,1.03,53.58,3.46
2022-09-13,3,S12,1.39,13.96,1.37
2022-09-13,3,S1,0.63,48.36,10
2022-09-13,3,S2,0.65,51.36,6.74
2022-09-13,2,S1,0.65,48.7,9.6
2022-09-13,3,S11,0.99,8.3,1.64
2022-09-13,4,S12,1.37,13.29,1.12
2022-09-13,4,S11,0.96,7.75,1
2022-09-13,2,S12,1.38,13.7,1.53
2022-09-13,4,S1,0.63,48.26,8.02
2022-09-13,3,S3,0.98,53.01,3.53
2022-09-13,2,S2,0.67,51.58,6.69
2022-09-13,2,S11,0.98,8.17,1.73
2022-09-13,4,S2,0.65,51.72,6.43
2022-09-14,2,S11,0.98,8.15,1.73
2022-09-14,4,S1,0.63,48.41,8.16
2022-09-14,3,S2,0.64,51.39,6.77
2022-09-14,4,S3,1,53.28,4.08
2022-09-14,3,S1,0.63,48.53,10.09
2022-09-14,4,S11,0.95,7.77,0.99
2022-09-14,2,S3,1.03,53.5,3.46
2022-09-14,2,S12,1.38,13.73,1.53
2022-09-14,2,S1,0.65,48.81,9.92
2022-09-14,2,S2,0.67,52.04,6.79
2022-09-14,4,S2,0.65,51.59,6.45
2022-09-14,3,S12,1.38,13.97,1.36
2022-09-14,3,S11,0.99,8.28,1.62
2022-09-14,3,S3,0.98,52.91,3.57
2022-09-14,4,S12,1.36,13.39,1.1
2022-09-15,2,S12,1.37,13.72,1.52
2022-09-15,2,S2,0.67,51.82,6.8
2022-09-15,3,S12,1.38,13.88,1.37
2022-09-15,4,S11,0.96,7.76,0.98
2022-09-15,4,S2,0.64,51.55,6.4
2022-09-15,3,S1,0.63,48.51,10.08
2022-09-15,2,S3,1.02,53.49,3.49
2022-09-15,3,S11,0.99,8.27,1.65
2022-09-15,3,S2,0.65,51.4,6.76
2022-09-15,4,S12,1.37,13.3,1.1
2022-09-15,2,S1,0.65,48.78,9.72
2022-09-15,4,S1,0.62,48.42,8.03
2022-09-15,2,S11,0.98,8.16,1.73
2022-09-15,3,S3,0.99,53.06,3.52
2022-09-16,3,S2,0.65,51.47,6.73
2022-09-16,4,S1,0.64,48.59,8.43
2022-09-16,4,S3,1,53.22,4.16
2022-09-16,2,S11,0.98,8.13,1.74
2022-09-16,3,S12,1.37,14.03,1.32
2022-09-16,3,S11,1,8.36,1.56
2022-09-16,4,S2,0.64,51.7,6.42
2022-09-16,2,S2,0.67,51.43,6.86
2022-09-16,2,S1,0.65,48.74,10.28
2022-09-16,2,S12,1.38,13.68,1.52
2022-09-16,3,S1,0.64,48.52,10
2022-09-16,3,S3,0.98,53.44,3.56
2022-09-16,2,S3,1.03,53.34,3.44
2022-09-17,3,S12,1.39,13.96,1.37
2022-09-17,3,S11,1.01,8.4,1.57
2022-09-17,2,S1,0.65,48.71,10.37
2022-09-17,2,S11,0.98,8.13,1.74
2022-09-17,4,S12,1.36,13.37,1.11
2022-09-17,3,S3,0.98,53.02,3.51
2022-09-17,4,S3,1,53.23,4.1
2022-09-17,4,S1,0.63,48.3,7.86
2022-09-17,2,S12,1.38,13.73,1.52
2022-09-17,2,S2,0.67,51.84,6.9
2022-09-17,3,S2,0.64,51.26,6.69
2022-09-17,4,S11,0.97,7.81,1.01
2022-09-17,4,S2,0.65,51.56,6.44
2022-09-17,3,S1,0.63,48.48,9.66
2022-09-17,2,S3,1.03,53.56,3.47
2022-09-18,4,S3,1,53.26,4.06
2022-09-18,3,S3,0.99,53.15,3.59
2022-09-18,3,S2,0.64,51.49,6.73
2022-09-18,2,S1,0.64,48.57,9.59
2022-09-18,4,S2,0.65,51.69,6.41
2022-09-18,2,S3,1.03,53.4,3.46
2022-09-18,2,S11,0.98,8.17,1.74
2022-09-18,4,S11,0.97,7.82,1.02
2022-09-18,2,S2,0.67,51.73,6.74
2022-09-18,3,S1,0.64,48.6,10.06
2022-09-18,2,S12,1.37,13.65,1.5
2022-09-18,4,S12,1.37,13.37,1.13
2022-09-18,3,S12,1.39,13.99,1.36
2022-09-18,4,S1,0.63,48.46,7.96
2022-09-18,3,S11,1,8.31,1.59
2022-09-19,3,S12,1.38,13.92,1.4
2022-09-19,3,S11,0.99,8.27,1.65
2022-09-19,2,S11,0.98,8.18,1.75
2022-09-19,2,S2,0.66,51.73,6.74
2022-09-19,4,S1,0.64,48.56,8.17
2022-09-19,2,S12,1.37,13.72,1.53
2022-09-19,4,S2,0.65,51.61,6.46
2022-09-19,3,S2,0.64,51.13,6.78
2022-09-19,2,S1,0.64,48.7,9.66
2022-09-19,2,S3,1.02,53.58,3.44
2022-09-19,3,S1,0.62,48.3,10.3
2022-09-19,4,S3,1,53.24,4.03
2022-09-20,4,S3,1.01,53.07,4.04
2022-09-20,3,S2,0.64,51.23,6.8
2022-09-20,3,S12,1.36,13.92,1.39
2022-09-20,2,S1,0.63,48.48,9.79
2022-09-20,3,S1,0.63,48.33,9.98
2022-09-20,2,S11,0.97,8.26,1.73
2022-09-20,2,S3,1.01,53.78,3.43
2022-09-20,4,S11,0.96,7.79,1
2022-09-20,2,S12,1.36,13.92,1.54
2022-09-20,2,S2,0.65,51.97,6.81
2022-09-20,4,S1,0.63,48.35,8.06
2022-09-20,4,S2,0.65,51.75,6.5
2022-09-20,4,S12,1.37,13.34,1.12
2022-09-20,3,S3,0.98,52.75,3.62
2022-09-20,3,S11,1,8.35,1.59
2022-09-21,4,S1,0.63,48.35,8.14
2022-09-21,2,S1,0.63,48.93,10.07
2022-09-21,4,S2,0.65,51.74,6.45
2022-09-21,3,S11,1,8.31,1.64
2022-09-21,4,S12,1.36,13.35,1.12
2022-09-21,3,S12,1.38,13.89,1.44
2022-09-21,2,S11,0.97,8.29,1.77
2022-09-21,4,S11,0.97,7.81,1.02
2022-09-21,3,S1,0.63,48.31,9.89
2022-09-21,2,S3,1.01,54.08,3.46
2022-09-21,2,S2,0.65,52.2,6.79
2022-09-21,4,S3,1,53.21,4.08
2022-09-21,2,S12,1.37,13.89,1.55
2022-09-21,3,S2,0.64,51.3,6.69
2022-09-22,4,S1,0.63,48.52,8.35
2022-09-22,3,S3,0.97,52.75,3.54
2022-09-22,4,S3,1,53.17,4.05
2022-09-22,2,S12,1.37,13.9,1.56
2022-09-22,3,S1,0.63,48.31,10.15
2022-09-22,3,S11,1,8.27,1.68
2022-09-22,4,S2,0.65,51.48,6.45
2022-09-22,4,S11,0.97,8.13,1.02
2022-09-22,4,S12,1.37,13.43,1.16
2022-09-22,2,S1,0.62,48.97,9.7
2022-09-22,2,S2,0.65,51.99,6.76
2022-09-22,2,S11,0.97,8.25,1.8
2022-09-22,3,S2,0.64,51.18,6.77
2022-09-22,3,S12,1.38,13.88,1.44
2022-09-22,2,S3,1.01,53.97,3.45
2022-09-23,4,S11,0.96,7.78,1
2022-09-23,3,S2,0.64,51.09,6.68
2022-09-23,4,S3,1,53.35,4.15
2022-09-23,4,S2,0.65,51.71,6.53
2022-09-23,2,S12,1.36,13.96,1.57
2022-09-23,3,S1,0.63,48.23,9.69
2022-09-23,4,S1,0.63,48.37,7.92
2022-09-23,2,S3,1,54.05,3.48
2022-09-23,3,S3,0.98,52.91,3.51
2022-09-23,2,S2,0.65,52.37,6.87
2022-09-23,4,S12,1.36,13.51,1.19
2022-09-23,3,S11,0.99,8.29,1.63
2022-09-23,2,S11,0.97,8.29,1.76
2022-09-23,3,S12,1.39,13.95,1.34
2022-09-23,2,S1,0.62,48.78,10.29
2022-09-24,4,S12,1.37,13.47,1.16
2022-09-24,2,S3,1.01,53.84,3.43
2022-09-24,2,S11,0.96,8.26,1.74
2022-09-24,3,S2,0.65,51.25,6.68
2022-09-24,2,S12,1.36,13.82,1.63
2022-09-24,4,S2,0.65,51.92,6.55
2022-09-24,2,S1,0.62,48.45,10.06
2022-09-24,4,S11,0.97,7.88,1.07
2022-09-24,3,S11,0.99,8.23,1.67
2022-09-24,4,S3,1,53.46,4.13
2022-09-24,3,S3,0.98,52.82,3.46
2022-09-24,4,S1,0.63,48.59,8.19
2022-09-24,3,S1,0.63,48.21,9.64
2022-09-24,2,S2,0.65,51.65,6.74
2022-09-24,3,S12,1.39,13.71,1.32
2022-09-25,4,S11,0.97,7.88,1.05
2022-09-25,3,S2,0.65,51.66,7.15
2022-09-25,2,S3,1.01,54.3,3.47
2022-09-25,2,S11,0.96,8.26,1.78
2022-09-25,2,S12,1.36,13.92,1.57
2022-09-25,2,S1,0.62,48.92,9.95
2022-09-25,3,S11,1,8.28,1.68
2022-09-25,4,S12,1.38,13.52,1.2
2022-09-25,3,S12,1.37,13.85,1.43
2022-09-25,2,S2,0.65,52.33,6.86
2022-09-26,2,S11,0.98,8.2,1.78
2022-09-26,4,S2,0.65,51.56,6.47
2022-09-26,2,S12,1.36,13.66,1.59
2022-09-26,2,S1,0.65,48.63,10.1
2022-09-26,3,S1,0.64,48.14,9.72
2022-09-26,2,S3,1.03,53.22,3.5
2022-09-26,3,S2,0.65,51.11,6.82
2022-09-26,2,S2,0.67,52.1,6.89
2022-09-26,3,S12,1.36,13.92,1.39
2022-09-26,3,S11,1,8.28,1.62
2022-09-26,4,S1,0.63,48.29,7.91
2022-09-27,3,S2,0.65,51.17,6.74
2022-09-27,4,S11,0.96,7.75,1.01
2022-09-27,2,S12,1.38,13.57,1.58
2022-09-27,4,S12,1.37,13.35,1.14
2022-09-27,2,S2,0.67,51.47,6.6
2022-09-27,2,S11,0.98,8.13,1.73
2022-09-27,3,S3,0.99,52.88,3.44
2022-09-27,4,S2,0.65,51.71,6.5
2022-09-27,2,S3,1.03,53.08,3.54
2022-09-27,3,S1,0.64,48.24,9.76
2022-09-27,4,S1,0.63,48.31,7.94
2022-09-27,4,S3,1,53.12,4.1
2022-09-27,2,S1,0.65,48.44,10.17
2022-09-27,3,S11,0.99,8.27,1.66
2022-09-27,3,S12,1.38,13.88,1.41
2022-09-28,3,S1,0.63,48.21,9.72
2022-09-28,3,S2,0.65,51.02,6.67
2022-09-28,3,S11,1,8.31,1.61
2022-09-28,3,S12,1.39,13.9,1.36
2022-09-28,3,S3,0.99,52.92,3.39
2022-09-29,2,S3,1.02,53.32,3.5
2022-09-29,2,S2,0.66,51.56,6.8
2022-09-29,3,S12,1.39,13.94,1.37
2022-09-29,2,S12,1.37,13.62,1.6
2022-09-29,3,S3,0.99,52.86,3.55
2022-09-29,2,S1,0.64,48.64,10.21
2022-09-29,3,S11,1.01,8.34,1.6
2022-09-29,4,S2,0.65,51.54,6.49
2022-09-29,4,S1,0.63,48.33,8.07
2022-09-29,4,S12,1.37,13.38,1.11
2022-09-29,3,S2,0.65,51.19,6.65
2022-09-29,4,S3,1.01,53.26,3.98
2022-09-29,3,S1,0.64,48.2,9.47
2022-09-29,4,S11,0.97,7.84,1
2022-09-29,2,S11,0.96,8.06,1.77
2022-09-30,4,S11,0.97,7.82,1.02
2022-09-30,3,S12,1.4,13.9,1.35
2022-09-30,4,S1,0.63,48.29,7.64
2022-09-30,3,S1,0.64,48.27,9.7
2022-09-30,3,S3,0.99,52.81,3.51
2022-09-30,4,S2,0.65,51.86,6.46
2022-09-30,3,S2,0.65,51.34,6.63
2022-09-30,4,S12,1.35,13.29,1.13
2022-09-30,4,S3,1,53.29,4.1
2022-09-30,3,S11,1.01,8.34,1.6
2022-10-01,2,S2,0.66,51.77,6.84
2022-10-01,3,S12,1.39,13.95,1.49
2022-10-01,3,S1,0.64,48.52,9.64
2022-10-01,2,S12,1.37,13.59,1.56
2022-10-01,3,S11,0.99,8.25,1.7
2022-10-01,2,S1,0.64,48.6,10.16
2022-10-01,3,S2,0.66,51.8,6.87
2022-10-01,3,S3,0.99,52.82,3.6
2022-10-01,2,S3,1.02,53.21,3.48
2022-10-01,2,S11,0.97,8.1,1.75
2022-10-02,3,S1,0.63,48.52,9.69
2022-10-02,2,S1,0.65,48.65,10.11
2022-10-02,2,S11,0.98,8.17,1.77
2022-10-02,3,S2,0.65,51.62,6.78
2022-10-02,4,S2,0.65,52.01,6.56
2022-10-02,3,S12,1.37,14.02,1.56
2022-10-02,2,S12,1.39,13.69,1.58
2022-10-02,4,S3,1,53.31,4.11
2022-10-02,4,S12,1.34,13.3,1.23
2022-10-02,4,S11,0.97,7.78,1.06
2022-10-02,2,S3,1.03,53.56,3.5
2022-10-02,2,S2,0.67,52.01,6.81
2022-10-02,4,S1,0.63,48.38,7.91
2022-10-02,3,S11,0.99,8.3,1.7
2022-10-03,3,S11,1.01,8.3,1.62
2022-10-03,4,S2,0.66,52.15,6.71
2022-10-03,4,S12,1.36,13.34,1.21
2022-10-03,2,S3,1.02,53.36,3.48
2022-10-03,3,S3,0.98,52.7,3.3
2022-10-03,2,S11,0.97,8.17,1.77
2022-10-03,4,S1,0.62,48.44,8.1
2022-10-03,3,S12,1.38,14.04,1.42
2022-10-03,3,S2,0.65,51.55,6.85
2022-10-03,2,S1,0.64,48.3,9.91
2022-10-03,4,S11,0.97,7.8,1.04
2022-10-03,3,S1,0.63,48.42,9.57
2022-10-03,2,S12,1.37,13.7,1.59
2022-10-03,2,S2,0.66,51.6,6.88
2022-10-04,4,S2,0.65,51.77,6.34
2022-10-04,4,S11,0.97,7.81,1.01
2022-10-04,4,S12,1.36,13.34,1.16
2022-10-04,4,S3,1,53.12,3.99
2022-10-04,2,S12,1.36,13.64,1.62
2022-10-04,3,S3,0.99,52.9,3.64
2022-10-04,2,S2,0.67,51.56,7.03
2022-10-04,3,S1,0.64,48.35,9.77
2022-10-04,3,S11,1,8.33,1.57
2022-10-04,3,S12,1.39,13.97,1.36
2022-10-04,2,S11,0.98,8.11,1.74
2022-10-04,4,S1,0.64,48.44,7.96
2022-10-04,2,S1,0.65,48.18,10.03
2022-10-04,3,S2,0.65,51.22,6.55
2022-10-04,2,S3,1.02,53.14,3.5
2022-10-05,3,S1,0.64,48.4,9.8
2022-10-05,2,S2,0.66,51.52,6.8
2022-10-05,3,S3,1,53.01,3.5
2022-10-05,4,S3,1,53.08,4.07
2022-10-05,4,S1,0.64,48.23,7.96
2022-10-05,4,S11,0.97,7.8,1.01
2022-10-05,2,S3,1.02,53.08,3.51
2022-10-05,3,S2,0.65,51.61,6.71
2022-10-05,3,S11,1.01,8.31,1.62
2022-10-05,2,S1,0.64,48.09,10.06
2022-10-05,4,S2,0.65,51.75,6.47
2022-10-05,4,S12,1.35,13.32,1.15
2022-10-05,3,S12,1.39,13.95,1.37
2022-10-05,2,S12,1.36,13.6,1.59
2022-10-05,2,S11,0.96,8.04,1.75
2022-10-06,4,S1,0.64,48.35,7.89
2022-10-06,4,S3,1,53.25,4.06
2022-10-06,3,S1,0.64,48.27,10.01
2022-10-06,3,S12,1.4,13.92,1.46
2022-10-06,2,S1,0.65,48.4,10.16
2022-10-06,3,S3,0.98,52.88,3.22
2022-10-06,3,S11,1.01,8.23,1.78
2022-10-06,4,S11,0.97,7.76,1.03
2022-10-06,2,S12,1.36,13.7,1.59
2022-10-06,2,S2,0.66,51.89,6.79
2022-10-06,4,S12,1.37,13.32,1.16
2022-10-06,2,S3,1.02,53.33,3.48
2022-10-06,2,S11,0.97,8.11,1.76
2022-10-07,4,S3,1,53.37,4.07
2022-10-07,3,S1,0.63,48.26,9.79
2022-10-07,4,S2,0.65,51.82,6.47
2022-10-07,2,S3,1.03,53.42,3.48
2022-10-07,3,S11,1,8.33,1.61
2022-10-07,2,S2,0.66,51.77,6.89
2022-10-07,4,S12,1.37,13.41,1.17
2022-10-07,4,S11,0.97,7.84,1.04
2022-10-07,2,S12,1.36,13.64,1.6
2022-10-07,4,S1,0.64,48.38,8.03
2022-10-07,3,S2,0.65,51.65,6.79
2022-10-07,2,S1,0.64,48.52,10.04
2022-10-07,3,S3,0.98,53.25,3.37
2022-10-07,2,S11,0.97,8.08,1.75
2022-10-07,3,S12,1.39,14.04,1.4
2022-10-08,2,S11,0.97,8.14,1.72
2022-10-08,3,S12,1.39,14.02,1.37
2022-10-08,3,S2,0.65,51.71,6.83
2022-10-08,2,S2,0.66,51.68,6.82
2022-10-08,4,S12,1.38,13.38,1.1
2022-10-08,2,S12,1.36,13.63,1.56
2022-10-08,3,S1,0.63,48.4,9.76
2022-10-08,4,S11,0.97,7.82,1.02
2022-10-08,4,S3,1,53.2,4.04
2022-10-08,4,S2,0.65,51.75,6.5
2022-10-08,4,S1,0.64,48.35,8.05
2022-10-08,3,S11,1,8.37,1.58
2022-10-08,2,S1,0.64,48.26,9.9
2022-10-08,2,S3,1.02,53.32,3.47
2022-10-09,4,S11,0.97,7.8,1.01
2022-10-09,2,S1,0.64,48.71,10.04
2022-10-09,4,S1,0.64,48.32,8.02
2022-10-09,2,S12,1.37,13.69,1.58
2022-10-09,3,S3,0.98,52.94,3.54
2022-10-09,3,S2,0.65,51.49,6.72
2022-10-09,3,S1,0.63,48.44,9.66
2022-10-09,3,S11,1,8.32,1.6
2022-10-09,4,S2,0.66,51.84,6.49
2022-10-09,3,S12,1.39,14.05,1.36
2022-10-09,2,S2,0.66,51.91,6.86
2022-10-09,4,S12,1.38,13.38,1.15
2022-10-09,2,S3,1.02,53.52,3.54
2022-10-09,2,S11,0.97,8.12,1.77
2022-10-09,4,S3,1,53.16,3.99
2022-10-10,4,S3,1.01,53.29,4
2022-10-10,4,S11,0.97,7.82,1.02
2022-10-10,4,S12,1.37,13.39,1.12
2022-10-10,2,S1,0.64,48.43,10.21
2022-10-10,2,S12,1.36,13.7,1.59
2022-10-10,4,S1,0.63,48.28,7.94
2022-10-10,3,S3,0.99,53.06,3.48
2022-10-10,4,S2,0.66,51.91,6.5
2022-10-10,3,S2,0.65,51.62,6.77
2022-10-10,3,S1,0.63,48.45,9.59
2022-10-10,3,S11,0.99,8.3,1.61
2022-10-10,2,S11,0.97,8.13,1.78
2022-10-10,2,S2,0.67,51.6,6.78
2022-10-10,3,S12,1.39,13.95,1.34
2022-10-10,2,S3,1.03,53.31,3.48
2022-10-11,2,S3,1.01,53.16,3.48
2022-10-11,2,S1,0.65,48.4,9.91
2022-10-11,2,S11,0.96,8.06,1.83
2022-10-11,2,S2,0.67,51.78,6.92
2022-10-11,3,S12,1.39,14.02,1.36
2022-10-11,3,S3,0.98,53.18,3.31
2022-10-11,4,S2,0.66,51.88,6.52
2022-10-11,4,S1,0.64,48.31,7.9
2022-10-11,4,S11,0.96,7.76,1.01
2022-10-11,2,S12,1.35,13.62,1.57
2022-10-11,3,S2,0.65,51.48,6.82
2022-10-11,3,S1,0.63,48.35,9.88
2022-10-11,3,S11,1,8.27,1.68
2022-10-11,4,S3,1.01,53.24,4.08
2022-10-11,4,S12,1.37,13.35,1.16
2022-10-12,3,S1,0.63,48.24,9.64
2022-10-12,4,S1,0.63,48.26,7.9
2022-10-12,2,S11,0.96,8.1,1.76
2022-10-12,4,S3,1,53.14,3.92
2022-10-12,3,S12,1.39,13.97,1.36
2022-10-12,3,S2,0.65,51.45,6.62
2022-10-12,2,S12,1.35,13.62,1.57
2022-10-12,4,S11,0.97,7.78,0.99
2022-10-12,4,S12,1.37,13.37,1.13
2022-10-12,2,S1,0.64,48.55,10.06
2022-10-12,3,S3,0.98,53.06,3.39
2022-10-12,2,S3,1.03,53.36,3.42
2022-10-12,2,S2,0.67,51.85,6.73
2022-10-12,4,S2,0.66,51.78,6.38
2022-10-12,3,S11,1,8.3,1.59
2022-10-13,3,S3,0.98,52.84,3.49
2022-10-13,3,S11,0.99,8.28,1.64
2022-10-13,4,S1,0.64,48.19,7.69
2022-10-13,4,S2,0.66,51.67,6.26
2022-10-13,4,S3,1.01,53.23,4
2022-10-13,4,S12,1.37,13.34,1.13
2022-10-13,4,S11,0.97,7.83,1.02
2022-10-13,3,S2,0.65,51.29,6.65
2022-10-13,3,S1,0.63,48.26,9.68
2022-10-13,3,S12,1.39,14,1.37
2022-10-14,3,S12,1.39,13.98,1.33
2022-10-14,4,S3,1.01,52.97,3.86
2022-10-14,3,S2,0.64,51.3,6.68
2022-10-14,4,S11,0.98,7.85,1.02
2022-10-14,2,S3,1.02,53.13,3.43
2022-10-14,2,S12,1.37,13.6,1.54
2022-10-14,3,S1,0.63,48.26,9.55
2022-10-14,2,S11,0.97,8.07,1.81
2022-10-14,3,S3,0.97,52.82,3.54
2022-10-14,4,S12,1.37,13.27,1.09
2022-10-14,3,S11,1,8.32,1.57
2022-10-14,4,S2,0.66,51.67,6.24
2022-10-14,2,S2,0.65,51.54,7.03
2022-10-14,4,S1,0.63,48.14,7.62
2022-10-15,2,S1,0.63,48.58,10.9
2022-10-15,3,S1,0.63,48.25,9.6
2022-10-15,3,S12,1.37,13.94,1.33
2022-10-15,3,S2,0.64,51.31,6.62
2022-10-15,4,S1,0.63,48.13,7.65
2022-10-15,3,S11,1,8.32,1.57
2022-10-15,4,S3,1,53.06,3.85
2022-10-15,3,S3,0.98,52.93,3.5
2022-10-15,4,S11,0.97,7.77,0.97
2022-10-15,4,S2,0.66,51.88,6.34
