num,YEAR,CONTNUM,VESSEL,Start_Loading,End_Loading,DAYS,LAB3,LP-cobalt,DP-cobalt,LP-silica,DP-silica,LP-alumina,DP-alumina,LP-moisture,DP-moisture,LP-TONNAGE,DP-TONNAGE
661,2017,55,ALAM MUTIARA,2017-08-23,2017-08-29,6,CCIC,0.69,0.69,50.470000000000006,51.59,7.79,,29.25,29.25,59946.0,59946.0
659,2017,53,NING YUE HAI,2017-08-22,2017-08-28,6,CCIC,0.7100000000000001,0.6799999999999999,49.71,49.69,8.129999999999999,6.460000000000001,29.54,29.73,60500.0,60500.0
664,2017,58,OCEAN VENDOR,2017-08-19,2017-08-27,8,COTECNA,0.8699999999999999,0.86,50.29,50.839999999999996,6.370000000000001,6.4399999999999995,34.71,35.24,55300.0,55300.0
652,2017,46,EM CRYSTAL,2017-08-17,2017-08-25,8,CCIC-CHINA,0.7100000000000001,0.73,49.919999999999995,50.81,7.630000000000001,7.48,30.81,31.06,56250.0,56250.0
658,2017,52,MARITIME PROSPERITY,2017-08-17,2017-08-23,6,CCIC,0.7000000000000001,0.6799999999999999,49.919999999999995,50.32,7.5600000000000005,,30.620000000000005,30.91,59450.0,59450.0
655,2017,49,SILVIA AMBITION,2017-08-14,2017-08-22,8,COTECNA-CHINA,0.8200000000000001,0.8500000000000001,50.23,50.260000000000005,5.84,6.23,35.02,35.56,55640.0,55530.0
656,2017,50,JIN YI,2017-08-14,2017-08-20,6,COTECNA-CHINA,0.8200000000000001,0.8500000000000001,50.19,50.129999999999995,6.03,6.2700000000000005,35.120000000000005,35.75,54602.0,54602.0
654,2017,48,HEILAN RISING,2017-08-10,2017-08-17,7,COTECNA-CHINA,0.8699999999999999,0.86,50.22,50.77,6.09,6.0,35.199999999999996,35.480000000000004,55000.0,55000.0
653,2017,47,MEDI PAESTUM,2017-08-09,2017-08-17,8,CCIC-CHINA,0.8500000000000001,0.8500000000000001,50.349999999999994,49.88,5.79,5.66,35.9,34.04,53925.0,53926.0
649,2017,43,MANDARIN PHOENIX,2017-08-09,2017-08-14,5,CCIC,0.86,0.86,50.39,50.080000000000005,5.0,5.25,37.22,37.38,55000.0,55000.0
640,2017,34,PACIFIC AWARD,2017-08-08,2017-08-14,6,SGS-CHINA,0.89,0.88,50.31,48.69,4.63,5.24,37.78,37.38,58600.0,58606.0
639,2017,33,MARITIME LONGEVITY,2017-08-05,2017-08-12,7,SGS-CHINA,0.8699999999999999,0.8699999999999999,50.36000000000001,48.96,4.46,5.06,38.31,37.44,58240.0,58249.0
660,2017,54,GOLDEN GLINT,2017-08-02,2017-08-09,7,CCIC-CHINA,0.67,0.64,49.81,49.53,8.08,,29.39,29.4,59590.0,59590.0
648,2017,42,GREAT CENTURY,2017-07-31,2017-08-08,8,CCIC-CHINA,0.86,0.86,50.38,49.11,4.32,4.760000000000001,38.75,36.57,59930.0,59933.0
651,2017,45,ORIENTAL ANGEL,2017-07-30,2017-08-06,7,CCIC-CHINA,0.7000000000000001,0.7100000000000001,49.26,49.5,8.27,8.16,30.11,30.06,58113.0,58118.0
635,2017,29,LAN HAI SHENG HUI,2017-07-28,2017-08-05,8,CCIC,1.15,1.0999999999999999,43.05,44.21,4.390000000000001,4.2,39.12,39.12,54500.0,54500.0
650,2017,44,TRANS SPRING,2017-07-27,2017-08-02,6,CCIC-CHINA,0.69,0.77,49.55,49.72,8.37,7.76,29.68,28.89,55485.0,55489.0
647,2017,41,PACIFIC ABILITY,2017-07-24,2017-07-31,7,CCIC-CHINA,0.8699999999999999,0.8699999999999999,49.61,49.79,6.21,6.370000000000001,35.24,35.29,60300.0,60304.5
644,2017,38,WESTERN HONOLULU,2017-07-19,2017-07-28,9,CCIC-CHINA,0.89,0.88,49.63,49.5,6.239999999999999,6.1,34.46,34.68,56460.0,56462.0
646,2017,40,JIN YUN,2017-07-18,2017-07-27,9,CCIC-CHINA,0.8999999999999999,0.8699999999999999,49.89,49.3,5.0,4.9399999999999995,36.720000000000006,36.33,55045.0,55047.0
645,2017,39,HUAYANG LILY,2017-07-14,2017-07-30,16,CCIC-CHINA,0.8699999999999999,0.88,49.9,49.669999999999995,6.18,6.1,35.010000000000005,35.28,60500.0,60502.0
643,2017,37,MANDARIN PHOENIX,2017-07-14,2017-07-23,9,CCIC-CHINA,0.86,0.8500000000000001,49.95,49.47,5.0,5.08,37.22,37.3,54700.0,54703.0
642,2017,36,SPRING COSMOS,2017-07-10,2017-07-23,13,CCIC-CHINA,0.8500000000000001,0.86,50.349999999999994,50.03999999999999,4.99,5.1,37.43,37.63,60500.0,60504.5
641,2017,35,PACIFIC AWARD,2017-07-06,2017-07-18,12,CCIC-CHINA,0.8999999999999999,0.8500000000000001,49.980000000000004,50.11,5.83,5.37,35.85,35.69,60020.0,60021.0
628,2017,22,PACIFIC PRIDE,2017-07-06,2017-07-17,11,CCIC-CHINA,0.9299999999999999,0.91,49.32,49.28,5.81,5.76,36.43,36.38,58730.0,58732.1
631,2017,25,MANDARIN GRACE,2017-07-06,2017-07-13,7,CCIC-CHINA,0.67,0.63,50.78,49.8,5.84,,32.800000000000004,32.73,55000.0,55000.0
637,2017,31,EM RUBY,2017-06-29,2017-07-06,7,COTECNA,0.8500000000000001,0.84,50.23,50.029999999999994,5.07,5.390000000000001,36.19,36.34,53250.0,53250.0
632,2017,26,YANGTZE IMPRESSION,2017-06-27,2017-07-08,11,CCIC-CHINA,0.6799999999999999,0.66,50.73,50.690000000000005,6.36,,31.319999999999997,31.28,60500.0,60500.0
634,2017,28,STAR CHALLENGER,2017-06-25,2017-06-29,4,SGS-CHINA,0.86,0.8699999999999999,50.480000000000004,49.71,4.49,5.029999999999999,37.61,37.03,57200.0,57210.0
638,2017,32,JIN YAO,2017-06-23,2017-07-14,21,CCIC,1.5,1.49,16.950000000000003,17.849999999999998,1.06,,36.32,36.309999999999995,50760.0,50760.0
633,2017,27,JIN TONG,2017-06-20,2017-06-24,4,SGS-CHINA,0.91,0.9199999999999999,49.86,49.2,4.37,4.75,38.46,37.62,54865.0,54871.0
630,2017,24,AMOY PROGRESS,2017-06-18,2017-06-23,5,CCIC-CHINA,0.73,0.69,50.480000000000004,50.36000000000001,6.77,6.5600000000000005,31.75,32.01,55230.0,55230.0
636,2017,30,AN PING,2017-06-10,2017-06-15,5,COTECNA-CHINA,0.91,0.88,49.72,50.89,6.61,6.03,34.949999999999996,34.69,53910.0,53910.0
629,2017,23,PACIFIC AWARD,2017-06-07,2017-06-14,7,CCIC,0.72,0.66,50.28,50.2,6.64,6.22,32.4,32.41,60261.0,60261.0
627,2017,21,JIN YAO,2017-06-03,2017-06-06,3,CCIC-CHINA,0.72,0.65,50.19,50.11,6.84,,30.409999999999997,30.3,50592.0,50592.0
622,2017,16,BAO FLOURISH,2017-05-27,2017-06-13,17,COTECNA-PHIL,1.43,1.41,17.07,17.669999999999998,1.11,,35.9,35.9,55310.0,55310.0
626,2017,20,YUE DIAN 52,2017-05-24,2017-05-30,6,SGS-CHINA,0.8500000000000001,0.84,49.95,49.919999999999995,4.97,4.91,36.61,36.6,54700.0,54700.0
617,2017,11,ALAM MUTIARA,2017-05-21,2017-05-30,9,CCIC-CHINA,0.8999999999999999,0.89,49.41,49.5,6.1899999999999995,5.53,35.339999999999996,34.86,59127.0,59130.0
625,2017,19,ZHE HAI 525,2017-05-19,2017-05-27,8,CCIC-CHINA,0.67,0.6,50.62,50.660000000000004,7.580000000000001,,28.52,28.199999999999996,55120.0,55120.0
621,2017,15,MARITIME LONGEVITY,2017-05-18,2017-05-26,8,CCIC-CHINA,0.8099999999999999,0.8099999999999999,50.51,49.7,4.71,4.8,37.68,37.65,59900.0,59946.8
620,2017,14,HUAYANG LILY,2017-05-16,2017-05-24,8,CCIC-CHINA,0.83,0.83,50.11,49.32,4.54,4.859999999999999,38.269999999999996,36.8,60500.0,60502.0
616,2017,10,SILVIA AMBITION,2017-05-12,2017-05-20,8,CCIC-CHINA,0.8200000000000001,0.8099999999999999,50.339999999999996,49.78,6.619999999999999,6.58,32.550000000000004,32.48,55299.0,55301.0
624,2017,18,MEDI PAESTUM,2017-05-09,2017-05-18,9,CCIC-CHINA,0.7100000000000001,0.7000000000000001,50.72,50.260000000000005,6.32,5.680000000000001,32.769999999999996,32.41,54000.0,54000.0
619,2017,13,SHOU CHEN SHAN,2017-05-08,2017-05-18,10,CCIC-CHINA,0.8200000000000001,0.84,50.0,49.3,4.5,4.78,38.86,36.67,54650.0,54652.0
615,2017,9,ALAM MUTIARA,2017-05-03,2017-05-09,6,CCIC-CHINA,0.89,0.88,49.309999999999995,49.68,6.5,6.22,35.06,35.07,59966.0,59967.0
623,2017,17,JIN YI,2017-04-25,2017-05-01,6,CCIC-CHINA,0.73,0.72,50.06,50.019999999999996,6.78,,33.300000000000004,32.95,54482.0,54483.0
614,2017,8,HUAYANG LILY,2017-04-24,2017-05-02,8,CCIC-CHINA,0.91,0.88,50.28,49.96,6.61,6.38,34.35,34.4,60500.0,60503.0
612,2017,6,MARITIME EMERALD,2017-04-21,2017-04-29,8,CCIC,0.72,0.6799999999999999,50.13999999999999,50.029999999999994,7.539999999999999,6.279999999999999,31.05,31.069999999999997,57300.0,57300.0
618,2017,12,JIN GANG,2017-04-20,2017-04-28,8,CCIC-CHINA,0.8699999999999999,0.8699999999999999,49.82,49.76,4.9399999999999995,5.08,37.99,38.1,55340.0,55342.0
613,2017,7,JIN YUE,2017-04-19,2017-04-25,6,CCIC,0.7000000000000001,0.6799999999999999,50.12,50.160000000000004,8.200000000000001,7.61,29.78,30.009999999999998,55430.0,55430.0
610,2017,4,JIN FA,2017-04-13,2017-04-24,11,COTECNA-CHINA,0.89,0.86,49.84,51.28,6.8500000000000005,,35.24,34.760000000000005,55330.0,55330.0
611,2017,5,CHANG HANG RUN HAI,2017-04-07,2017-04-20,13,CCIC-CHINA,0.86,0.86,49.95,49.78,6.63,5.93,34.44,34.089999999999996,56000.0,56006.0
609,2017,3,ALAM MUTIARA,2017-03-29,2017-04-19,21,CCIC-CHINA,0.8999999999999999,0.88,49.71,49.38,6.279999999999999,6.43,35.02,35.199999999999996,60500.0,60505.0
608,2017,2,LAN HAI SHENG HUI,2017-03-28,2017-04-18,21,CCIC-CHINA,0.7000000000000001,0.64,50.61,50.62,7.53,,30.509999999999998,30.509999999999998,55000.0,55000.0
607,2017,1,PACIFIC ABILITY,2017-03-28,2017-04-12,15,CCIC-CHINA,0.69,0.66,50.629999999999995,50.690000000000005,7.249999999999999,6.29,30.64,30.36,60000.0,60000.0
597,2016,67,CS BRAVE,2016-10-07,2016-10-19,12,CCIC-PHIL,1.52,1.51,18.64,18.8,0.0,,36.22,36.25,55100.0,55100.0
589,2016,59,RUINING 2,2016-10-04,2016-10-12,8,COTECNA-CHINA,0.9299999999999999,0.9400000000000001,49.54,50.029999999999994,4.81,4.2700000000000005,37.21,38.18,52038.0,52045.0
585,2016,55,CS AZALEA,2016-10-01,2016-10-12,11,CCIC-CHINA,0.91,0.91,50.1,49.69,5.489999999999999,5.37,36.919999999999995,36.85,54800.0,54811.0
574,2016,44,RUI NING 2,2016-09-25,2016-09-27,2,INTERTEK-CHINA,0.88,0.8500000000000001,50.89,51.470000000000006,5.96,5.82,35.120000000000005,34.89,51609.0,51619.0
594,2016,64,ZHE HAI 525,2016-09-20,2016-10-17,27,CCIC-PHIL,1.7500000000000002,1.72,18.15,18.4,1.23,1.34,35.809999999999995,35.89,42420.0,
554,2016,24,DARYA BRAHMA,2016-09-19,2016-09-21,2,INTERTEK-CHINA,0.8999999999999999,0.89,50.849999999999994,50.54,5.11,5.2299999999999995,37.65,36.93,54724.0,54731.0
588,2016,58,IKAN PARANG,2016-09-17,2016-09-23,6,CCIC-PHIL,1.23,1.22,45.67,45.0,0.0,,40.050000000000004,40.02,48700.0,
555,2016,25,DARYA BHAKTI,2016-09-16,2016-09-18,2,INTERTEK-CHINA,0.9199999999999999,0.8699999999999999,49.75,49.980000000000004,6.329999999999999,6.710000000000001,35.449999999999996,35.31,54590.0,54594.0
580,2016,50,SILVIA AMBITION,2016-09-12,2016-09-14,2,INTERTEK-CHINA,0.9400000000000001,0.97,49.97,49.45,4.569999999999999,4.9,38.550000000000004,38.379999999999995,,54847.0
584,2016,54,INGRID C,2016-09-11,2016-09-17,6,COTECNA-CHINA,0.9199999999999999,0.86,50.690000000000005,50.21,4.88,5.050000000000001,36.95,36.53,55300.0,
583,2016,53,PACIFIC AWARD,2016-09-09,2016-09-12,3,COTECNA-CHINA,0.72,0.72,50.67,50.62,0.0,,29.609999999999996,29.65,59700.0,
547,2016,17,JIN QUAN,2016-09-06,2016-09-06,0,INTERTEK-CHINA,0.96,0.91,49.34,50.28,6.959999999999999,6.21,35.410000000000004,36.059999999999995,49700.0,49715.0
582,2016,52,DOMINIQUE VENTURE,2016-09-02,2016-09-18,16,CCIC-CHINA,0.7100000000000001,0.7000000000000001,50.6,50.13999999999999,0.0,6.84,31.069999999999997,30.769999999999996,,
581,2016,51,JIN TAO,2016-09-02,2016-09-11,9,INTERTEK-CHINA,0.89,0.88,50.59,50.28,5.65,5.6000000000000005,36.97,36.480000000000004,55558.0,55566.0
581,2016,51,JIN TAO,2016-09-02,2016-09-11,9,INTERTEK-CHINA,0.9199999999999999,0.88,50.59,50.28,5.65,5.6000000000000005,36.97,36.480000000000004,55558.0,55566.0
566,2016,36,ALAM MAKMUR,2016-08-23,2016-09-02,10,,1.51,,19.85,,0.0,,36.34,,54700.0,
568,2016,38,MANDARIN OCEAN,2016-08-15,2016-09-01,17,CCIC-PHIL,0.9400000000000001,0.9400000000000001,50.73,51.04,4.67,4.8,37.25,37.25,,
567,2016,37,BULK URUGUAY,2016-08-13,2016-08-30,17,CCIC-PHIL,0.96,0.96,50.68,50.55,4.590000000000001,5.04,37.72,37.730000000000004,,
560,2016,30,YUE DIAN 58,2016-08-10,2016-09-02,23,CCIC-PHIL,1.5,1.5,19.259999999999998,19.38,0.0,1.83,36.69,36.67,,
556,2016,26,GOLD GEMINI,2016-08-09,2016-08-16,7,INTERTEK-CHINA,0.9299999999999999,0.89,49.79,50.07,6.69,6.23,35.6,36.09,50720.0,50749.0
559,2016,29,BULK COSTA RICA,2016-08-08,2016-08-13,5,CCIC-CHINA,0.73,0.73,50.55,50.42,7.88,7.22,30.78,30.680000000000003,57482.0,
561,2016,31,HEILAN AROMA,2016-08-06,2016-08-14,8,INTERTEK-CHINA,0.9199999999999999,0.8999999999999999,49.65,49.64,6.69,6.260000000000001,35.730000000000004,36.43,55300.0,55300.0
553,2016,23,DARYA BHAKTI,2016-08-03,2016-08-09,6,INTERTEK-CHINA,0.9199999999999999,0.89,49.26,49.75,7.1,6.64,35.949999999999996,36.29,54350.0,54350.0
557,2016,27,ORIENTAL ANGEL,2016-08-01,2016-08-07,6,INTERTEK-CHINA,0.9199999999999999,0.89,49.39,50.07,7.04,6.67,35.99,36.32,58700.0,58706.0
570,2016,40,JIN LI,2016-07-30,2016-08-03,4,INTERTEK-CHINA,0.73,0.73,50.63999999999999,50.2,7.42,7.000000000000001,31.130000000000003,31.619999999999997,46150.0,46158.0
565,2016,35,JIN FENG,2016-07-23,2016-08-02,10,CCIC-PHIL,1.21,1.21,39.04,39.800000000000004,4.3999999999999995,,38.57,38.629999999999995,56190.0,
564,2016,34,ALAM SAYANG,2016-07-20,2016-07-27,7,INTERTEK-CHINA,0.9400000000000001,0.91,50.13999999999999,50.1,5.779999999999999,5.6899999999999995,36.720000000000006,37.04,60200.0,60203.0
563,2016,33,MANDARIN HANTONG,2016-07-18,2016-07-27,9,INTERTEK-CHINA,0.96,0.97,50.88,49.27,4.34,4.8500000000000005,39.14,39.290000000000006,55455.0,55458.0
558,2016,28,YI LONG SHAN,2016-07-13,2016-07-22,9,CCIC-CHINA,0.74,0.73,50.660000000000004,50.5,7.02,7.02,32.1,32.01,55100.0,
562,2016,32,BULK COSTA RICA,2016-07-09,2016-07-20,11,INTERTEK-CHINA,0.9400000000000001,0.95,50.05,48.66,4.590000000000001,4.79,38.46,38.68,57005.0,56915.0
546,2016,16,SEACON 6,2016-07-06,2016-07-24,18,COTECNA-PHIL,1.51,1.5,18.91,19.75,1.5599999999999998,,36.75,36.76,51512.0,51512.0
549,2016,19,JIN XING,2016-07-05,2016-07-11,6,INTERTEK-CHINA,0.9199999999999999,0.88,49.34,49.41,6.25,6.1,37.12,36.33,53920.0,53923.0
552,2016,22,JIN SHENG,2016-06-29,2016-07-10,11,CCIC-PHIL,1.22,1.24,41.99,41.589999999999996,4.26,,40.65,40.410000000000004,50950.0,50950.0
548,2016,18,JIN QUAN,2016-06-28,2016-07-05,7,INTERTEK-CHINA,0.9400000000000001,0.91,49.6,50.06,6.4799999999999995,6.069999999999999,37.69,37.580000000000005,49600.0,49609.0
551,2016,21,YANGTZE JEWEL,2016-06-26,2016-07-05,9,,0.72,,50.42,,8.02,,31.879999999999995,,60499.999999999985,
550,2016,20,SEACON 7,2016-06-22,2016-06-28,6,,0.73,,50.660000000000004,,7.489999999999999,,32.24,,55510.0,
544,2016,14,DARYA MAHESH,2016-06-20,2016-06-26,6,,0.9199999999999999,,50.239999999999995,,6.09,,37.9,,54685.000000000015,
545,2016,15,SHENG AN HAI,2016-06-11,2016-06-15,4,COTECNA-CHINA,0.91,0.8699999999999999,49.29,49.08,6.3100000000000005,,36.66,35.96,55100.0,55104.0
537,2016,7,JIN SUI,2016-06-09,2016-06-16,7,CCIC-PHIL,1.2,1.2,40.2,40.26,4.06,,40.54,39.44,55610.0,55610.0
543,2016,13,JIN MAO,2016-06-07,2016-06-10,3,INTERTEK-CHINA,0.8999999999999999,0.8699999999999999,49.47,49.95,6.909999999999999,6.64,35.77,35.78,53160.0,53172.0
542,2016,12,DARYA MAHESH,2016-06-02,2016-06-05,3,INTERTEK-CHINA,0.91,0.91,49.309999999999995,49.41,6.239999999999999,6.239999999999999,37.12,36.449999999999996,54440.0,54445.0
536,2016,6,ZHE HAI 515,2016-05-28,2016-06-02,5,,0.9400000000000001,,49.78,,6.25,,36.86,,47100.0,
541,2016,11,FALMOUTH BAY,2016-05-27,2016-06-02,6,SGS-CHINA,0.96,0.95,49.14,48.68,6.35,6.2700000000000005,37.97,35.980000000000004,57255.0,57257.0
535,2016,5,CHANG HANG HUAI HAI,2016-05-22,2016-05-29,7,INTERTEK-CHINA,0.95,0.95,49.35,49.309999999999995,6.41,6.29,38.23,38.12,56450.0,56461.0
538,2016,8,DA CHENG,2016-05-21,2016-05-28,7,INTERTEK-CHINA,0.9400000000000001,0.9400000000000001,49.45,49.85,6.84,6.52,37.61,37.57,55400.0,55402.0
540,2016,10,JIN MAO,2016-05-18,2016-05-25,7,SGS-CHINA,0.9400000000000001,0.9299999999999999,49.89,49.230000000000004,6.84,6.35,38.47,38.39,53040.0,53042.0
539,2016,9,JIN HENG,2016-05-12,2016-05-21,9,,0.9400000000000001,,49.26,,6.950000000000001,,38.519999999999996,,53550.0,
534,2016,4,BULK PHOENIX,2016-05-06,2016-05-20,14,,1.2,,38.96,,4.82,,40.48,,54640.0,
532,2016,2,KANG YU,2016-05-04,2016-05-14,10,,0.9299999999999999,,49.65,,6.069999999999999,,37.74,,51800.0,
533,2016,3,AMIS FORTUNE,2016-04-26,2016-05-06,10,COTECNA-CHINA,0.97,0.97,49.76,50.980000000000004,6.329999999999999,5.58,37.56,37.330000000000005,53820.0,53822.0
531,2016,1,JIN AO,2016-04-25,2016-04-30,5,COTECNA-PHIL,1.54,1.51,19.439999999999998,20.44,1.43,,37.09,37.09,55300.0,55300.0
526,2015,74,GLOBAL MAJESTY,2015-10-31,2015-11-07,7,,,,,,,,,,,
522,2015,70,JIN FU,2015-10-22,2015-10-30,8,,0.9400000000000001,,49.49,,7.41,,37.19,,49338.0,
529,2015,77,OCEAN CARRIER,2015-10-20,2015-11-14,25,,1.58,,21.0,,1.51,,38.5,,,
520,2015,68,LANHAI HEMEI,2015-10-16,2015-10-27,11,,0.95,,49.61,,7.32,,37.21,,54853.0,
525,2015,73,NEW ABLE,2015-10-13,2015-11-13,31,,,,,,,,,,,
524,2015,72,ZHE HAI 515,2015-10-12,2015-10-24,12,,0.9199999999999999,,49.74,,7.59,,36.68,,47228.0,
530,2015,78,EASTER K,2015-10-11,2015-11-10,30,,0.74,,50.660000000000004,,0.0,,0.0,,,
527,2015,75,FRATZIS STAR,2015-10-10,2015-11-09,30,,,,,,,,,,,
515,2015,63,JIN AO,2015-10-10,2015-10-22,12,,0.8999999999999999,,49.79,,7.85,,35.260000000000005,,55260.0,
518,2015,66,PACIFIC PRIDE,2015-10-09,2015-10-20,11,,0.8999999999999999,,49.66,,7.91,,36.02,,58440.0,
528,2015,76,AN YUAN,2015-10-07,2015-10-18,11,,1.82,,22.040000000000003,,1.6,,39.86,,53269.0,
519,2015,67,GLOBAL MAJESTY,2015-10-04,2015-10-16,12,,0.98,,49.09,,6.98,,38.379999999999995,,54932.0,
509,2015,57,YUE DIAN 52,2015-09-29,2015-10-13,14,,0.73,,50.12,,8.43,,30.270000000000003,,55200.0,
523,2015,71,JIN HUI,2015-09-29,2015-10-10,11,,0.9400000000000001,,49.480000000000004,,7.539999999999999,,36.18,,46907.0,
508,2015,56,YUE DIAN 53,2015-09-27,2015-10-07,10,,0.74,,50.31,,8.39,,30.819999999999997,,55250.0,
521,2015,69,EQUINOX DAWN,2015-09-25,2015-10-06,11,,1.54,1.5,21.39,22.400000000000002,1.6099999999999999,1.22,37.0,36.7,50500.0,
516,2015,64,AMIS WISDOM I,2015-09-24,2015-10-03,9,,0.8999999999999999,,49.33,,7.920000000000001,,35.96,,60215.0,
517,2015,65,MARITIME EMERALD,2015-09-24,2015-10-02,8,,0.89,,49.58,,7.95,,35.83,,56820.0,
513,2015,61,YUE DIAN 54,2015-09-18,2015-09-27,9,,0.8999999999999999,,49.45,,8.129999999999999,,35.480000000000004,,55575.0,
494,2015,42,JIN XING,2015-09-17,2015-09-25,8,,0.8999999999999999,,49.230000000000004,,8.219999999999999,,35.43,,53713.0,
504,2015,52,JIN CHENG,2015-09-16,2015-09-23,7,INTERTEK,0.95,0.8999999999999999,49.05,49.51,7.9399999999999995,7.24,37.019999999999996,36.89,51520.0,51522.0
514,2015,62,PACIFIC PRIDE,2015-09-15,2015-09-23,8,,0.89,,49.26,,8.18,,34.949999999999996,,58356.0,
512,2015,60,DORIC SAMURAI,2015-09-10,2015-09-17,7,,0.8999999999999999,,49.519999999999996,,8.18,,35.370000000000005,,56937.0,
507,2015,55,ZHE HAI 168,2015-09-08,2015-09-15,7,,0.7100000000000001,,50.22,,9.66,,28.849999999999998,,55100.0,
511,2015,59,MARITIME EMERALD,2015-09-04,2015-09-11,7,,0.9299999999999999,,49.54,,7.99,,36.65,,56830.0,
506,2015,54,JIA AN SHAN,2015-09-02,2015-09-09,7,,0.74,,50.449999999999996,,8.690000000000001,,31.59,,55710.0,
510,2015,58,MARITIME PROSPERITY,2015-09-02,2015-09-08,6,,0.91,,49.59,,7.93,,36.91,,60100.0,
502,2015,50,JIN CHENG,2015-08-30,2015-09-03,4,,0.91,,49.89,,7.24,,37.22,,51400.0,
501,2015,49,JIN SUI,2015-08-19,2015-08-27,8,,0.88,,49.8,,7.35,,35.56,,55300.00000000001,
500,2015,48,JIN JUN,2015-08-12,2015-08-25,13,,0.8999999999999999,,49.74,,7.23,,36.02,,54837.0,
498,2015,46,MARITIME EMERALD,2015-08-11,2015-08-22,11,,0.89,,50.07,,6.97,,36.559999999999995,,56782.0,
468,2015,16,BAO RESOURCE,2015-08-11,2015-08-22,11,,0.66,,50.28,,8.55,,29.39,,55210.0,
499,2015,47,JIA XIANG SHAN,2015-08-09,2015-08-20,11,,0.89,,49.35,,7.08,,37.13,,55950.0,
496,2015,44,JIN GANG,2015-08-07,2015-08-18,11,,0.8999999999999999,,49.419999999999995,,7.199999999999999,,37.41,,55000.0,
497,2015,45,JIN YUN,2015-08-07,2015-08-17,10,,0.8999999999999999,,49.370000000000005,,7.13,,37.34,,55450.0,
492,2015,40,QUEEN HALO,2015-08-03,2015-08-16,13,,1.23,1.1199999999999999,41.05,0.0,4.8500000000000005,,38.93,,52761.0,
489,2015,37,MANDARIN RIVER,2015-08-03,2015-08-09,6,,0.91,,49.29,,7.5200000000000005,,36.85,,55270.0,
505,2015,53,GOU TOU 109,2015-08-02,2015-08-09,7,,0.91,,49.27,,7.61,,37.08,,57800.0,
495,2015,43,GLOBAL MAJESTY,2015-08-01,2015-08-06,5,,0.9199999999999999,,49.2,,7.5,,37.34,,54714.0,
503,2015,51,MARITIME LONGEVITY,2015-07-27,2015-08-01,5,INTERTEK,0.9299999999999999,0.9199999999999999,49.559999999999995,49.03,6.98,6.419999999999999,37.25,37.480000000000004,57200.0,57211.0
467,2015,15,DONAU K,2015-07-26,2015-07-30,4,,0.67,,50.22,,8.99,,29.84,,57000.0,
488,2015,36,JIN JI,2015-07-24,2015-07-28,4,,0.91,,49.62,,7.1,,38.519999999999996,,55110.0,
493,2015,41,GOLD GEMINI,2015-07-21,2015-07-24,3,INTERTEK,0.9299999999999999,0.9199999999999999,49.33,49.309999999999995,7.24,6.98,38.019999999999996,37.92,50809.0,50815.0
487,2015,35,JIN CHENG,2015-07-11,2015-07-20,9,,0.91,,49.5,,7.46,,37.05,,51150.0,
491,2015,39,MILLION BELL,2015-07-08,2015-07-19,11,QNI,1.23,1.1199999999999999,46.07,44.71,5.88,,40.79,40.08,54050.0,
486,2015,34,BAO RESOURCE,2015-07-03,2015-07-17,14,,0.9199999999999999,,49.230000000000004,,7.24,,37.44,,55100.0,
485,2015,33,MARITIME EMERALD,2015-07-02,2015-07-16,14,,0.9199999999999999,,49.11,,7.68,,37.1,,57035.0,
484,2015,32,MARITIME PROSPERITY,2015-07-01,2015-07-15,14,,0.91,,49.230000000000004,,7.359999999999999,,37.38,,60200.0,
483,2015,31,JIN SUI,2015-06-30,2015-07-11,11,,0.9199999999999999,,49.36,,7.32,,36.93,,55300.0,
482,2015,30,JIN JI,2015-06-27,2015-07-09,12,,0.9199999999999999,,49.230000000000004,,7.6499999999999995,,36.54,,55110.0,
465,2015,13,WESTERN MANDAL,2015-06-26,2015-07-08,12,,0.75,,50.370000000000005,,8.91,,31.8,,58750.0,
481,2015,29,AMIS WISDOM I,2015-06-22,2015-07-06,14,,0.9299999999999999,,49.39,,7.48,,36.74,,60267.0,
466,2015,14,RUI NING 2,2015-06-22,2015-07-02,10,,0.73,,50.31,,8.540000000000001,,30.880000000000003,,51869.0,
490,2015,38,KN FOREST,2015-06-21,2015-07-02,11,INTERTEK,0.9400000000000001,0.8999999999999999,49.6,49.81,7.37,7.16,36.24,36.61,56600.0,56604.0
479,2015,27,HE BO,2015-06-16,2015-06-28,12,,0.9299999999999999,,49.49,,7.59,,36.26,,55478.0,
480,2015,28,AMS PEGASUS III,2015-06-11,2015-06-22,11,,0.9400000000000001,,49.51,,7.109999999999999,,36.18,,54869.0,
478,2015,26,JIN CHENG,2015-06-11,2015-06-22,11,,0.9400000000000001,0.89,49.57,50.12,7.39,7.28,36.1,36.47,51300.0,
476,2015,24,MARITIME EMERALD,2015-06-10,2015-06-16,6,,0.96,,49.559999999999995,,6.819999999999999,,36.85,,56870.0,
477,2015,25,AMOY DREAM,2015-06-09,2015-06-18,9,,0.96,,49.45,,6.890000000000001,,36.93,,55250.0,
475,2015,23,AMIS WISDOM I,2015-06-03,2015-06-08,5,,0.95,,49.66,,6.87,,36.44,,60110.0,
473,2015,21,DARYA BHAKTI,2015-06-03,2015-06-07,4,,0.9400000000000001,,49.730000000000004,,7.000000000000001,,36.02,,54650.0,
